window_start_pt,hours_since_quake,distance_band,n_tiles,baseline_sum,crisis_sum,net_change,phi_aggregate
2024-09-21,120.0,25-50km,1050,115427.52625537435,120906.0485715923,5478.522316217946,1.0474628755717865
2024-09-21,120.0,50-100km,1559,75262.60121607676,78827.88383335296,3565.2826172761997,1.0473712382998879
2024-09-22,144.0,0-25km,406,48368.310799064675,49849.70562235146,1481.3948232867842,1.0306273838968847
2024-09-22,144.0,100-200km,1362,57609.63142348872,57266.05523806717,-343.57618542154523,0.9940361329011825
2024-09-22,144.0,25-50km,1058,119945.07178003251,124072.26789524377,4127.1961152112635,1.0344090511928672
2024-09-22,144.0,50-100km,1622,82514.53030317357,82411.78588704682,-102.74441612674855,0.9987548324428528
2024-09-23,168.0,0-25km,390,48155.06811287538,49203.45020210243,1048.3820892270523,1.0217709605719931
2024-09-23,168.0,100-200km,1287,52885.894328168506,49541.18659410668,-3344.707734061827,0.9367561468601214
2024-09-23,168.0,25-50km,1001,125139.95877107063,129780.51418822126,4640.555417150637,1.0370829226949003
2024-09-23,168.0,50-100km,1513,74927.01468917746,71533.06427252258,-3393.950416654887,0.9547032478107644
2024-09-24,192.0,0-25km,382,47497.99573395367,48671.74953820763,1173.75380425396,1.024711649115226
2024-09-24,192.0,100-200km,1265,51859.4721478388,49232.91761138936,-2626.554536449439,0.9493524629606378
2024-09-24,192.0,25-50km,982,124487.07998561132,129489.90456783421,5002.824582222893,1.040187500444232
2024-09-24,192.0,50-100km,1474,73230.81925060594,70912.05033630323,-2318.768914302709,0.9683361604030735
2024-09-25,216.0,0-25km,383,47452.37021853535,48795.39371132806,1343.0234927927158,1.0283025586837413
2024-09-25,216.0,100-200km,1266,52133.30967134313,48604.6139421142,-3528.69572922893,0.9323139898181335
2024-09-25,216.0,25-50km,983,124376.94294803638,128099.72858841566,3722.785640379283,1.029931477266929
2024-09-25,216.0,50-100km,1483,73112.19765837514,70056.50443053499,-3055.693227840151,0.958205425008311
2024-09-26,240.0,0-25km,378,47067.173911155485,48683.63419085775,1616.4602797022671,1.0343436868071474
2024-09-26,240.0,100-200km,1257,51544.035212145216,49016.00896342393,-2528.0262487212894,0.950954048546715
2024-09-26,240.0,25-50km,984,123632.7671312619,128842.9789414994,5210.211810237495,1.0421426449567837
2024-09-26,240.0,50-100km,1477,72796.38091034556,70777.07628760171,-2019.3046227438463,0.972260920151638
2024-09-27,264.0,0-25km,382,46868.868687851456,50326.081263418324,3457.2125755668676,1.0737635166445352
2024-09-27,264.0,100-200km,1272,51987.746235425824,53487.9663993989,1500.2201639730774,1.028857187945393
2024-09-27,264.0,25-50km,982,123159.83330409932,134191.8735006965,11032.040196597183,1.089574984803345
2024-09-27,264.0,50-100km,1489,73156.89066800878,77361.74067748686,4204.850009478076,1.057477155891712
2024-09-28,288.0,0-25km,400,45618.434476462324,47567.30624951056,1948.8717730482385,1.0427211454188283
2024-09-28,288.0,100-200km,1305,52712.81484235886,50521.20945584914,-2191.60538650972,0.9584236699735376
2024-09-28,288.0,25-50km,1050,115427.52625537435,118332.84033105198,2905.3140756776265,1.025170028068087
2024-09-28,288.0,50-100km,1559,75262.60121607676,74032.24915478301,-1230.3520612937427,0.9836525440070635
2024-09-29,312.0,0-25km,406,48368.310799064675,51826.68157524476,3458.3707761800833,1.0715007557437164
2024-09-29,312.0,100-200km,1362,57609.63142348872,59550.863897756884,1941.2324742681667,1.0336963182423118
2024-09-29,312.0,25-50km,1058,119945.07178003251,128342.10459145441,8397.032811421901,1.0700073182399794
2024-09-29,312.0,50-100km,1622,82514.53030317357,85333.69976278732,2819.169459613753,1.034165733589655
2024-09-30,336.0,0-25km,390,48155.06811287538,51392.98692397099,3237.9188110956093,1.06723941919272
2024-09-30,336.0,100-200km,1287,52885.894328168506,54942.18340572364,2056.289077555135,1.038881616803063
2024-09-30,336.0,25-50km,1001,125139.95877107063,134044.1488715728,8904.19010050218,1.0711538519586008
2024-09-30,336.0,50-100km,1513,74927.01468917746,74698.40855279502,-228.60613638244104,0.9969489490895803
2024-10-01,360.0,0-25km,382,47497.99573395367,51419.685220185966,3921.689486232295,1.0825653677725373
2024-10-01,360.0,100-200km,1265,51859.4721478388,55274.30581119988,3414.8336633610816,1.0658478291801008
2024-10-01,360.0,25-50km,982,124487.07998561132,136045.0379009148,11557.957915303472,1.0928446383081634
2024-10-01,360.0,50-100km,1474,73230.81925060594,76593.83013880534,3363.0108881993947,1.045923436643399
2024-10-02,384.0,0-25km,383,47452.37021853535,50277.61378890351,2825.243570368162,1.0595385131945336
2024-10-02,384.0,100-200km,1266,52133.30967134313,50463.12496894316,-1670.1847023999726,0.9679631944925597
2024-10-02,384.0,25-50km,983,124376.94294803638,132316.45483003286,7939.511881996485,1.063834274213618
2024-10-02,384.0,50-100km,1483,73112.19765837514,71659.67065101519,-1452.5270073599531,0.9801329045784255
2024-10-03,408.0,0-25km,378,47067.173911155485,49941.021853833685,2873.8479426781996,1.0610584342306786
2024-10-03,408.0,100-200km,1257,51544.035212145216,49494.72113706356,-2049.314075081653,0.9602414893081794
2024-10-03,408.0,25-50km,984,123632.7671312619,131922.44160739472,8289.674476132815,1.0670507881404256
2024-10-03,408.0,50-100km,1477,72796.38091034556,71606.90108529184,-1189.4798250537133,0.9836601791163403
2024-10-04,432.0,0-25km,382,46868.868687851456,50714.481364772786,3845.6126769213297,1.0820504694178403
2024-10-04,432.0,100-200km,1272,51987.746235425824,50152.300848873725,-1835.445386552099,0.9646946536547226
2024-10-04,432.0,25-50km,982,123159.83330409932,132899.07667362143,9739.243369522112,1.079078081775854
2024-10-04,432.0,50-100km,1489,73156.89066800878,73078.70934920637,-78.1813188024098,0.9989313198238946
2024-10-05,456.0,0-25km,400,45618.434476462324,49789.28435306492,4170.849876602595,1.0914290445182775
2024-10-05,456.0,100-200km,1305,52712.81484235886,55027.63617217596,2314.821329817103,1.0439138250677702
2024-10-05,456.0,25-50km,1050,115427.52625537435,125707.5725984605,10280.046343086142,1.0890606138464958
2024-10-05,456.0,50-100km,1559,75262.60121607676,77561.5792814627,2298.978065385949,1.0305460883392223
2024-10-06,480.0,0-25km,406,48368.310799064675,54260.151537613565,5891.84073854889,1.1218120013127029
2024-10-06,480.0,100-200km,1362,57609.63142348872,59484.36432218399,1874.7328986952707,1.032542004737265
2024-10-06,480.0,25-50km,1058,119945.07178003251,134114.33788061695,14169.266100584442,1.1181312903507157
2024-10-06,480.0,50-100km,1622,82514.53030317357,86605.18329367116,4090.6529904975905,1.049574941231172
2024-10-07,504.0,0-25km,390,48155.06811287538,52355.901994964224,4200.833882088846,1.087235550622462
2024-10-07,504.0,100-200km,1287,52885.894328168506,52692.45134079349,-193.44298737501958,0.9963422574236022
2024-10-07,504.0,25-50km,1001,125139.95877107063,136698.07510975402,11558.116338683394,1.0923615162749707
2024-10-07,504.0,50-100km,1513,74927.01468917746,75674.49712830075,747.4824391232833,1.0099761406780197
2024-10-08,528.0,0-25km,382,47497.99573395367,50371.75253399284,2873.7568000391693,1.0605026960744974
2024-10-08,528.0,100-200km,1265,51859.4721478388,48663.696130593715,-3195.776017245087,0.9383762332147404
2024-10-08,528.0,25-50km,982,124487.07998561132,132890.45179907657,8403.371813465259,1.067503967595967
2024-10-08,528.0,50-100km,1474,73230.81925060594,71750.67956130844,-1480.1396892975026,0.9797880222501367
2024-10-09,552.0,0-25km,383,47452.37021853535,50818.36124334613,3365.9910248107844,1.0709340968493075
2024-10-09,552.0,100-200km,1266,52133.30967134313,49243.937861524966,-2889.3718098181635,0.9445772419201229
2024-10-09,552.0,25-50km,983,124376.94294803638,133327.73908370174,8950.796135665369,1.0719650758694474
2024-10-09,552.0,50-100km,1483,73112.19765837514,73085.29015037103,-26.907508004107513,0.9996319696457514
2024-10-10,576.0,0-25km,378,47067.173911155485,50472.061646895476,3404.8877357399906,1.0723410277865226
2024-10-10,576.0,100-200km,1257,51544.035212145216,48772.284466607205,-2771.750745538011,0.9462255771374898
2024-10-10,576.0,25-50km,984,123632.7671312619,132451.88170780716,8819.114576545253,1.0713331488179176
2024-10-10,576.0,50-100km,1477,72796.38091034556,71161.52469895621,-1634.8562113893422,0.9775420674634526
2024-10-11,600.0,0-25km,382,46868.868687851456,49825.876791051145,2957.008103199689,1.0630910919334
2024-10-11,600.0,100-200km,1272,51987.746235425824,48923.4846643267,-3064.261571099123,0.9410580032220929
2024-10-11,600.0,25-50km,982,123159.83330409932,131930.49550876525,8770.662204665932,1.071213657646076
2024-10-11,600.0,50-100km,1489,73156.89066800878,71040.14894847781,-2116.741719530968,0.971065723266768
2024-10-12,624.0,0-25km,400,45618.434476462324,49100.28614218546,3481.8516657231376,1.0763255404461471
2024-10-12,624.0,100-200km,1305,52712.81484235886,52636.12192982094,-76.69291253791744,0.9985450803041486
2024-10-12,624.0,25-50km,1050,115427.52625537435,124189.45023398226,8761.923978607912,1.0759084445699967
2024-10-12,624.0,50-100km,1559,75262.60121607676,77065.12528499609,1802.5240689193306,1.0239497976391267
2024-10-13,648.0,0-25km,406,48368.310799064675,50353.493474713985,1985.18267564931,1.0410430433243019
2024-10-13,648.0,100-200km,1362,57609.63142348872,55736.985389833964,-1872.6460336547534,0.967494219501442
2024-10-13,648.0,25-50km,1058,119945.07178003251,124226.26100683595,4281.189226803443,1.0356929147923204
2024-10-13,648.0,50-100km,1622,82514.53030317357,82342.15284035973,-172.37746281383443,0.9979109441430438
