trial,tau,beta,A,C,sse
290,250.09524544789875,1.6818354065624137,-2.010064110422257,1.4494105652315366,64.3342784048402
199,250.09435494223965,1.6819302962303433,-2.010042378350941,1.449406894329856,64.33427840504359
209,250.0918668369774,1.681891012125804,-2.0100611160127593,1.4494070741897582,64.33427840540793
46,250.09548086239832,1.681832766576498,-2.0100639954436077,1.4494107658621465,64.33427840620261
167,250.09554943925252,1.6818326820867917,-2.010063781586529,1.449410800772388,64.33427840639231
89,250.09486372717882,1.681822663097968,-2.010068736139142,1.4494108229556217,64.33427840838658
131,250.09523380121152,1.6818246224265407,-2.010066964008901,1.4494109292895467,64.33427840852916
165,250.09455452211557,1.6818196605349434,-2.010070576458143,1.4494107810769181,64.33427840883088
292,250.09503083894774,1.6819520560574772,-2.0100343900750226,1.4494064647577618,64.33427840983315
76,250.0951039782019,1.681954558637695,-2.010033489464312,1.4494064134568494,64.33427841051606
153,250.09456728496676,1.68180552712682,-2.010074222829198,1.4494112715083638,64.33427841470257
97,250.09562173195,1.6818126898297825,-2.0100687517164113,1.4494115196201984,64.33427841472218
16,250.09474976725465,1.6818049799519657,-2.0100737443326464,1.4494113759095768,64.33427841548959
72,250.09550626022437,1.6818076554624952,-2.010070459846262,1.4494116380788404,64.33427841672552
228,250.09463729510878,1.6819660007841317,-2.010032090249098,1.4494058016253666,64.33427841795644
88,250.0955296765773,1.6817960723773637,-2.010073401389033,1.4494120457011328,64.33427842291876
229,250.0953257356415,1.6817929286187372,-2.0100749199133547,1.4494120582914714,64.33427842383418
227,250.09422618308705,1.6819767800372944,-2.01003067832336,1.4494052388328962,64.33427842619741
33,250.09506106516665,1.6817845697609686,-2.0100780033083723,1.449412220673586,64.33427842761114
54,250.09597076591305,1.6817852520589933,-2.0100747157172094,1.4494126226119162,64.33427843156542
288,250.095446740194,1.6817810990455027,-2.0100775921879275,1.4494125199574621,64.33427843158628
135,250.09499678732894,1.6819954490295237,-2.010023172014818,1.4494049596374226,64.33427843275739
232,250.0944327668261,1.6817716655883763,-2.0100835144769014,1.4494123682288478,64.33427843294511
74,250.09562473707183,1.6817803259179758,-2.010077185533052,1.4494126297907748,64.33427843299134
223,250.09547004646348,1.6817775748086248,-2.01007843278133,1.449412651773757,64.33427843402276
143,250.09502860858217,1.6817712681442003,-2.010081584381086,1.4494126608277282,64.33427843603782
160,250.09436808937255,1.6819975484681475,-2.010024767477879,1.4494045923483014,64.3342784385406
222,250.09575158829708,1.681770204086686,-2.010079390337982,1.4494130353244725,64.33427844071288
211,250.09492515879217,1.6820121838567001,-2.010019046452944,1.4494043518095712,64.33427844507547
249,250.09477729838014,1.68201095531654,-2.0100198731213657,1.4494043246191997,64.3342784452613
159,250.09334930430967,1.6817463347780326,-2.0100938265285326,1.449412729575412,64.33427844567936
171,250.09584936312388,1.681764108294296,-2.0100806462720238,1.449413289767642,64.3342784458623
194,250.09492197147028,1.6820144414874323,-2.010018465884844,1.4494042724258502,64.33427844682544
114,250.09575300638008,1.6817617770048368,-2.010081582942707,1.44941332461474,64.33427844706489
147,250.09533509505624,1.6817578632925871,-2.010084035680439,1.4494132634642967,64.33427844754564
27,250.09488351824464,1.6820152849312582,-2.010018374777774,1.4494042253773118,64.33427844777394
64,250.0949298978246,1.6820170627899351,-2.010017756092977,1.4494041865322984,64.33427844880603
272,250.0946289540522,1.6817506879352673,-2.0100883202920614,1.4494131790376985,64.33427844901004
244,250.09485625761005,1.6820185193904276,-2.01001762464876,1.4494041018769444,64.3342784505376
87,250.095630796796,1.6817552468839219,-2.0100837065595587,1.4494134913751822,64.3342784514746
0,250.09490676992894,1.6820203284628608,-2.0100169795126916,1.449404063204797,64.33427845158978
125,250.09552828973565,1.681752529074076,-2.0100847641211184,1.4494135362609026,64.33427845302762
246,250.09461369829378,1.6817438586580074,-2.0100901522143335,1.449413405644393,64.33427845442374
274,250.09476563657728,1.682022787438271,-2.01001681619286,1.4494039123854423,64.33427845474242
5,250.09441814533457,1.682021647438048,-2.0100182989374735,1.4494037884202084,64.33427845669499
238,250.09457898817078,1.6817407760930976,-2.010091076640254,1.4494134951694664,64.33427845678253
146,250.09563815875947,1.6817462696686827,-2.0100860236421783,1.449413802220604,64.33427845904228
261,250.0948011887394,1.682029116912972,-2.0100150440717273,1.4494037119852354,64.33427845980619
187,250.09572828183366,1.6817452640284105,-2.0100859769958244,1.4494138786958533,64.33427846054835
47,250.0940857974689,1.6820231415754918,-2.0100190401062115,1.449403580750356,64.3342784608609
50,250.0904487870611,1.6817109976791427,-2.010112945101461,1.4494125827646926,64.3342784609449
181,250.09486259948105,1.6817355239520044,-2.0100914764401216,1.4494138077063756,64.3342784631597
53,250.09492397018911,1.6820364339875917,-2.0100127141471025,1.449403518518625,64.33427846521066
262,250.09541046640103,1.6817364332228468,-2.0100893669622497,1.449414032507829,64.33427846616426
158,250.0954609560439,1.6817326247998603,-2.0100901854424102,1.4494141862760945,64.3342784700541
298,250.09477940804908,1.681726649102576,-2.010094076479699,1.449414072701905,64.3342784706843
213,250.09570490231093,1.6817316960411086,-2.010089593850657,1.449414332057747,64.33427847278922
196,250.09494922730508,1.6820457134731615,-2.010010203112609,1.4494032116643554,64.33427847360583
267,250.09510095457148,1.6820471896273752,-2.0100093035466515,1.4494032328061273,64.3342784736241
90,250.09459432360882,1.6817214285978928,-2.01009607127466,1.4494141649808732,64.33427847430806
176,250.09505211130065,1.6820475787113796,-2.010009364596096,1.44940319598869,64.33427847444607
41,250.09477751263677,1.682045547884591,-2.010010833528195,1.449403136897307,64.3342784750442
25,250.09478413604464,1.6820459387545568,-2.010010706963932,1.4494031264048512,64.33427847535924
38,250.08907868957934,1.6819828251594846,-2.010046600212463,1.4494026090084777,64.33427847715393
289,250.08905226941806,1.68198351975453,-2.0100465097930447,1.4494025727596493,64.33427847808075
260,250.09572493531874,1.681725674876664,-2.0100910958197065,1.4494145475948823,64.33427847880826
297,250.0948862372993,1.6820513136488524,-2.0100089567722352,1.4494029901169911,64.33427847965514
205,250.09486677175738,1.6820525172366363,-2.010008708711365,1.4494029395625374,64.33427848104213
122,250.09505628262318,1.68205446954554,-2.0100075509620727,1.449402961454747,64.33427848117637
23,250.09501379698438,1.6820541935570863,-2.010007769416437,1.4494029512039521,64.33427848130673
243,250.09499354902763,1.6820548394542227,-2.010007669333754,1.4494029193536246,64.33427848215126
231,250.0957757812301,1.6817214989320852,-2.01009201117707,1.4494147142599887,64.3342784834252
3,250.09419408711045,1.6817087532488477,-2.0101007486115954,1.4494144123714496,64.33427848387208
200,250.09484475869812,1.6820552287636104,-2.010008072500326,1.4494028357899056,64.3342784839941
163,250.09473242586614,1.6817115973114336,-2.0100981636604067,1.4494145659262827,64.33427848509464
17,250.09514225702972,1.6820606008372754,-2.0100056567784046,1.4494027913778273,64.3342784865904
11,250.09481169300008,1.6820594888373026,-2.01000707294003,1.4494026740725332,64.33427848871848
177,250.09495467060515,1.682062094162416,-2.010005905526226,1.4494026518740655,64.33427849001323
221,250.0947080249949,1.6820618276426804,-2.010006812575388,1.4494025447984475,64.33427849224135
82,250.09504503267638,1.6820664317224199,-2.0100044615772554,1.449402545135976,64.33427849371316
170,250.09449176882583,1.6820622992057948,-2.010007429164496,1.4494024271786916,64.33427849499786
86,250.09488292496545,1.6817021041342672,-2.0101001244283827,1.4494149612899665,64.33427849635362
188,250.09501302610974,1.6820695130355432,-2.010003765475394,1.4494024242778905,64.3342784973849
107,250.09534419961636,1.682072831183867,-2.0100017749093664,1.449402466509451,64.33427849760557
4,250.09498649850286,1.682069848365346,-2.010003769320478,1.4494024003776345,64.33427849802877
100,250.09595881473638,1.6817089343583576,-2.01009466073556,1.4494152297690917,64.33427849836701
109,250.095266761741,1.6820728824347735,-2.0100020241954364,1.4494024282204838,64.33427849845783
91,250.09513877612306,1.6820716814592434,-2.01000277258573,1.4494024091350945,64.3342784984596
52,250.09489713963507,1.682070156250145,-2.0100039947050803,1.4494023480941567,64.33427849930484
92,250.09512406935758,1.6820729570746829,-2.010002489980045,1.4494023585073177,64.33427850002275
279,250.09478142474754,1.682070054341071,-2.010004414880798,1.4494022969349163,64.33427850041758
251,250.0949298297875,1.682072067366688,-2.010003382756919,1.4494022975720264,64.33427850107937
140,250.09457257567968,1.6820688030409605,-2.0100054521965327,1.4494022415068373,64.33427850126455
42,250.0950403512208,1.6820754188558593,-2.0100021312701055,1.449402234485227,64.33427850366185
80,250.097699950785,1.6817190521360728,-2.0100860606792974,1.4494156962854796,64.33427850405914
293,250.0946029081702,1.6816928252417225,-2.0101034994290856,1.4494151478381485,64.33427850424218
15,250.09521880780417,1.6820776921216203,-2.0100009291168064,1.4494022404189908,64.33427850433306
79,250.09707765623367,1.6817132025548838,-2.0100897157759148,1.4494156057859842,64.33427850434622
182,250.09469090083235,1.6820730358340443,-2.0100039475624123,1.449402152419685,64.33427850473478
280,250.0975274158391,1.681716826736602,-2.0100872326809816,1.4494156918764383,64.33427850480373
162,250.09468077873575,1.6820730450818817,-2.0100039764191053,1.4494021468534977,64.33427850485552
157,250.09468902748847,1.6820735711039598,-2.01000381123568,1.4494021327466247,64.33427850536218
152,250.0950074641611,1.682076750755389,-2.0100018934636616,1.4494021732250995,64.33427850552381
278,250.09480967194457,1.6820754489255796,-2.0100029100606864,1.4494021250017517,64.33427850618341
78,250.0956042546432,1.6820830290743953,-2.0099982207974665,1.4494022382498974,64.33427850633905
98,250.09528999172093,1.6820818384392489,-2.009999601386958,1.4494021311930776,64.33427850831283
30,250.09761434478813,1.681714376025695,-2.010087572305601,1.4494158161669095,64.33427850852047
75,250.09773431147485,1.6817154596102526,-2.0100868794520266,1.4494158350885566,64.33427850853236
235,250.0947134594919,1.6820767782975032,-2.0100028878027487,1.4494020339459592,64.33427850876443
63,250.09762148426248,1.6817140695546793,-2.010087628423905,1.449415830011337,64.33427850895053
120,250.09511073492538,1.6820817912620727,-2.0100002283665277,1.449402048921449,64.33427851020201
133,250.08932316976887,1.682019562982208,-2.0100361666531565,1.4494014615005666,64.33427851039002
247,250.09553492073223,1.6820861115761523,-2.0099976542816953,1.4494021000449888,64.33427851063792
250,250.09483779777366,1.6820799199361924,-2.010001644910611,1.4494019844717247,64.33427851102981
283,250.09599844520125,1.6816980084489046,-2.0100973713799766,1.4494156219155374,64.33427851116907
110,250.0976436145508,1.681712202267907,-2.0100880399905985,1.4494159042329329,64.33427851136089
60,250.09486537004278,1.6820808526874853,-2.010001306723863,1.4494019654808945,64.33427851181273
73,250.09487328294878,1.682081393990125,-2.010001139769663,1.4494019507855982,64.33427851235865
218,250.09766955195272,1.6817115254076298,-2.0100881279589404,1.4494159395649704,64.33427851243277
220,250.09766211680693,1.6817114381289562,-2.010088176995112,1.4494159391611516,64.33427851245581
145,250.09767787924565,1.681711303807674,-2.0100881571323823,1.4494159510239377,64.33427851278307
144,250.0955675476352,1.6820892338153939,-2.0099967293114465,1.4494020083575119,64.33427851395417
113,250.09488406378628,1.6820848010959764,-2.0100002105426413,1.4494018385145124,64.33427851626674
168,250.09499883331281,1.6820866168613138,-2.0099993470586246,1.4494018302205085,64.33427851713964
284,250.0936362743674,1.6816737406583762,-2.0101117847624037,1.4494153499712816,64.33427851799189
70,250.09771507583568,1.6817058920700587,-2.010089440203464,1.4494161534742382,64.33427851965862
112,250.0976451141765,1.681704233783709,-2.010090113011391,1.4494161775175214,64.33427852090087
148,250.09506044549437,1.682090731535569,-2.009998060512682,1.4494017178481102,64.33427852140981
18,250.09769168480673,1.6817042103693953,-2.0100899599296747,1.4494162002067312,64.3342785214461
37,250.0954967667677,1.6820957013983253,-2.0099952758338557,1.4494017524803449,64.33427852252855
252,250.09561134761285,1.6816844409057097,-2.0101022406532683,1.4494159063011312,64.334278523619
111,250.0945294665141,1.682087791416166,-2.0100006355833515,1.449401568921533,64.33427852398499
166,250.0977230129348,1.6817023831985887,-2.0100903271393356,1.44941627709228,64.33427852403975
183,250.094596370044,1.6820898726484113,-2.0099998687871636,1.4494015293875961,64.3342785257598
62,250.09506607298152,1.6820954973719628,-2.0099967963441374,1.4494015569279206,64.33427852721954
203,250.09488531248354,1.6820949847073055,-2.0099975441808744,1.449401489271897,64.33427852870409
242,250.09485020806815,1.6820948324038263,-2.0099977056456577,1.449401478192461,64.33427852892902
225,250.09514709559036,1.6820976695467869,-2.009995951883425,1.4494015203026656,64.33427852898929
154,250.09498034334084,1.6820963753426263,-2.0099968593496502,1.4494014863252338,64.33427852932546
29,250.09380941044495,1.6816643817877037,-2.0101136312540957,1.449415750785792,64.33427853103302
214,250.0947535209623,1.6820970582168788,-2.0099974520301434,1.4494013561171826,64.33427853289714
93,250.09491181217348,1.6821011209396637,-2.009995850954839,1.4494012910065457,64.3342785361835
69,250.09544661620035,1.6821067979036313,-2.0099925483115606,1.4494013478695256,64.33427853709145
237,250.09770392598006,1.681691801214749,-2.010093152092528,1.4494166305200515,64.33427853720741
10,250.09542996725307,1.6821071621053334,-2.0099925104140755,1.449401327581126,64.33427853776175
179,250.09786608425068,1.6816921790660884,-2.01009249616761,1.4494166926839067,64.33427853863665
193,250.09503540774583,1.6821047829529399,-2.009994476636337,1.4494012237177298,64.33427853942649
150,250.09500244496033,1.6821048607814277,-2.0099945666315495,1.4494012052071876,64.33427853993052
34,250.09463144489442,1.6821019706559017,-2.009996582751718,1.4494011297928582,64.3342785407302
118,250.09770153016748,1.6816877987392393,-2.010094204164692,1.449416766189364,64.33427854241438
224,250.09435343881944,1.6821011786214526,-2.0099977393220256,1.4494010266161854,64.33427854318165
174,250.09586714472184,1.6816693407924606,-2.010105297491923,1.4494165417684237,64.33427854571717
43,250.09472283648793,1.6821076834094382,-2.009994781612537,1.4494009768340197,64.33427854713838
204,250.09566176453072,1.6816665076627635,-2.010106739211953,1.4494165428704817,64.33427854722666
20,250.09538303987696,1.6821142344107327,-2.0099908219335543,1.4494010625427607,64.33427854766452
190,250.09791182888216,1.681684531153337,-2.0100943335396835,1.449416975787936,64.33427854933498
239,250.09514976280428,1.682113464195239,-2.0099918149427163,1.449400978993463,64.33427854952896
68,250.0958643533899,1.6816655260491098,-2.0101063009218945,1.4494166708612477,64.33427855082216
81,250.09472739263904,1.6821105058796,-2.009994026400804,1.4494008818081314,64.3342785508777
117,250.09583096606352,1.681664283035931,-2.0101067386793514,1.4494166978007361,64.3342785521345
294,250.09462787994653,1.6821110363140561,-2.009994226906801,1.4494008167751766,64.33427855287687
264,250.0949489462701,1.6821142741120345,-2.0099922878087066,1.4494008566824343,64.33427855316813
161,250.09457066412696,1.6821127439172092,-2.009993974860615,1.4494007311175638,64.33427855595679
291,250.09525301961625,1.6816566227584102,-2.010110715199141,1.449416690329731,64.33427855611997
254,250.093838662106,1.6821060962269612,-2.0099982045076517,1.4494006150541163,64.33427855651641
83,250.09488634354247,1.6821170802339929,-2.0099917676378465,1.4494007306001375,64.33427855783128
164,250.09779549709245,1.6816771504138606,-2.010096652659722,1.4494171736312467,64.334278557989
215,250.09493598639025,1.682117748108525,-2.0099914225750606,1.449400730960534,64.33427855811277
212,250.09785560784704,1.681676193956089,-2.010096698250594,1.4494172346112584,64.33427856008285
51,250.0953491322385,1.682123131806793,-2.0099886130108495,1.449400741138583,64.33427856027498
285,250.096576401752,1.6816643600454477,-2.0101041664906067,1.449417042701639,64.3342785607697
49,250.09486845791915,1.682119299960367,-2.0099912484014832,1.4494006460188649,64.33427856115364
32,250.0959880296412,1.681658718960862,-2.0101076524374633,1.449416961512888,64.3342785616554
268,250.09533370258467,1.6821252399681161,-2.0099881095646364,1.4494006608175587,64.33427856343258
130,250.09488586597124,1.6821222980288955,-2.009990407335375,1.4494005516949229,64.33427856514325
256,250.09487551129064,1.6821241452054545,-2.0099899553245555,1.4494004827353542,64.33427856790667
1,250.0948257095658,1.6821262773792183,-2.0099895718396965,1.4494003866261387,64.33427857163491
266,250.09617313052317,1.681650458386577,-2.0101091700453235,1.4494173302212892,64.33427857574418
57,250.09421706920097,1.6821233512286153,-2.009992406693281,1.4494002002147304,64.3342785757504
40,250.09244793734587,1.6821073440301457,-2.010002603517151,1.449399916508373,64.33427857794771
35,250.09466048091156,1.6816352230121223,-2.010118324214152,1.449417146147005,64.33427857988308
19,250.09371313964107,1.682121658442606,-2.009994559187865,1.4494000205954274,64.33427858040443
7,250.09462461460262,1.6821304039630545,-2.009989174790713,1.449400149519217,64.33427858041756
192,250.09591910413076,1.6816443058372537,-2.0101116444048186,1.449417422301396,64.33427858165923
58,250.0947929952113,1.68213286117494,-2.0099879602394792,1.4494001445604323,64.3342785817149
12,250.0979768568484,1.6816620941436167,-2.010099956828693,1.4494177731807396,64.3342785820137
24,250.09477591381216,1.6821332227206618,-2.009987925212025,1.4494001243516303,64.33427858248916
123,250.0944968491353,1.6821310185053462,-2.0099894488239376,1.4494000683237283,64.33427858311705
271,250.09524790657903,1.6821384237800976,-2.0099849584395955,1.4494001675698376,64.3342785837144
127,250.09472588611413,1.6821341789281714,-2.009987842077347,1.4494000674643979,64.3342785846132
121,250.09452096932367,1.6821326356052853,-2.0099889451831103,1.4494000242222502,64.33427858518948
26,250.09374492106753,1.6821267483758513,-2.0099931210689372,1.4493998606765641,64.3342785875125
258,250.0947135697413,1.6821363138671244,-2.009987326358291,1.4493999883368103,64.334278587992
6,250.0947590610365,1.68163042301499,-2.010119236801716,1.4494173562797736,64.33427858822282
132,250.0958757419524,1.6816367461937338,-2.0101137652052405,1.4494176607793436,64.33427859251486
67,250.0947079623648,1.6821395830550774,-2.009986490590336,1.4493998733158873,64.33427859303436
129,250.09568930080442,1.6816347344444986,-2.010114928373611,1.4494176426777967,64.33427859321002
156,250.095951886536,1.681634968662702,-2.0101139679039557,1.4494177570923152,64.33427859623097
142,250.0960581643479,1.6816342282007002,-2.0101137967576337,1.4494178319530808,64.33427859876741
134,250.09466772957995,1.6821448685900657,-2.0099852457931124,1.449399672564246,64.33427860178077
136,250.09419803408483,1.6821415675599676,-2.0099877081748487,1.4493995651021419,64.3342786035556
226,250.09080217869362,1.6821090053970174,-2.0100077590683294,1.4493990833295216,64.33427860628136
169,250.09471089917986,1.682148299116078,-2.0099842041985756,1.449399575373876,64.33427860653427
296,250.09421959101184,1.6821441197999256,-2.0099869671724786,1.4493994872278946,64.33427860724785
240,250.09813111230298,1.6816445108939195,-2.010104011489489,1.4494184462055,64.33427861133694
2,250.09444511110016,1.6821490894331943,-2.0099849000416676,1.4493994227744953,64.33427861175286
282,250.09460290433958,1.6816116440696598,-2.0101246677739444,1.4494179260799305,64.33427861560658
253,250.0908435954297,1.6821163441444458,-2.0100056966084745,1.4493988501286255,64.33427861709939
241,250.0942063259153,1.6821508988848468,-2.009985237919146,1.449399248036686,64.33427861830066
119,250.09456007879788,1.682154669488313,-2.0099830496160176,1.4493992850890884,64.33427861900483
151,250.09423894423242,1.6816057487611922,-2.010127448847128,1.4494179576878174,64.3342786204883
189,250.09412123353607,1.6816045105217565,-2.0101281718221022,1.4494179449114453,64.33427862099984
185,250.0946463985806,1.6821590551249623,-2.0099816095888703,1.4493991750306774,64.33427862485928
198,250.0939310989923,1.6815997529008861,-2.010130064349572,1.4494180190218453,64.33427862636981
77,250.09463554985416,1.68216047127414,-2.009981276240684,1.4493991212360735,64.33427862736539
65,250.0956387572165,1.6816096396510989,-2.010121640132914,1.4494184771247025,64.33427863283468
206,250.09445970965965,1.682163642455021,-2.0099810447925006,1.4493989293071674,64.33427863540979
105,250.0959791721311,1.681610204084428,-2.010120328423588,1.449418616630112,64.3342786367013
191,250.09616342139887,1.6816115896421615,-2.0101193331386296,1.4494186548448014,64.33427863699967
207,250.09440217922935,1.682165448287254,-2.0099807696313,1.4493988402842235,64.33427863937641
263,250.09460640779466,1.6821717489711236,-2.009978424665632,1.4493987195948899,64.33427864688836
13,250.09418447124358,1.6821678853682818,-2.0099808745889143,1.449398654030765,64.3342786470542
21,250.0941723473647,1.682168270083777,-2.009980812642359,1.4493986348074555,64.33427864791548
48,250.09437530513176,1.68217082992009,-2.009979453342376,1.4493986426142142,64.33427864903568
22,250.09439351138195,1.6821712635940755,-2.0099792773912175,1.4493986359651658,64.33427864949086
255,250.09436069355812,1.6821713419495885,-2.0099793686793492,1.4493986179750027,64.33427865016085
39,250.0944002677026,1.6821724464101102,-2.009978945192498,1.4493985985691102,64.3342786514344
236,250.09374733913975,1.6821671759765011,-2.009982543903339,1.449398472065375,64.33427865302994
141,250.09498091606488,1.6821793199439237,-2.0099751749890813,1.4493986362580251,64.33427865401885
201,250.09383726575317,1.68216872262291,-2.0099818311822477,1.4493984609111368,64.33427865422816
128,250.09437535970136,1.6821753669746025,-2.0099782663707715,1.4493984864126175,64.33427865695053
103,250.09416956587353,1.6821736007017092,-2.0099794251380363,1.4493984499072154,64.3342786572492
281,250.09826900561805,1.6816183989896647,-2.010110340162988,1.4494194028361975,64.33427865737337
115,250.09395518765933,1.6821728001951364,-2.0099803665458995,1.4493983766681326,64.33427865941515
265,250.09422495344907,1.6821755556476679,-2.0099787278810934,1.4493984089802356,64.33427865977464
95,250.09455789601733,1.6821802679200792,-2.009976364080682,1.4493984041365369,64.33427866259947
257,250.09600942597126,1.6815932656796657,-2.010124636079887,1.449419209607929,64.3342786667063
210,250.0960818774067,1.681591842365604,-2.0101247597639325,1.4494192921184716,64.33427867037922
245,250.09483126046686,1.6821872562036004,-2.009973607191029,1.4493982926150362,64.33427867058005
233,250.0948916761054,1.6821890810979085,-2.0099729228107606,1.4493982581990026,64.33427867287452
287,250.09449356303637,1.6821855960537357,-2.009975189007865,1.4493981904275237,64.3342786732424
59,250.0960104773801,1.6815866531815216,-2.010126355730841,1.4494194360899495,64.33427867873161
14,250.09428236618993,1.682187767366038,-2.00997533856198,1.4493980160656608,64.33427868080783
269,250.0983484280404,1.681604535080705,-2.0101136782058417,1.4494199134359202,64.33427868373334
299,250.09404269934663,1.6821891726980804,-2.009975787292378,1.449397854890407,64.3342786875674
149,250.09366464776159,1.6821861444719357,-2.009977863243149,1.4493977805727885,64.3342786886058
217,250.09406074708974,1.6821903012144939,-2.009975430402033,1.449397824458134,64.33427868935036
186,250.0940583968794,1.6821917743592876,-2.009975051671178,1.4493977726355907,64.33427869214336
101,250.0979617188739,1.6815935365337837,-2.0101178710460066,1.4494201092206553,64.33427869775457
216,250.0940108055789,1.6821950751656092,-2.009974348309792,1.4493976364816787,64.3342786992049
138,250.09427161017945,1.6821982562332485,-2.0099726318277527,1.449397650290089,64.33427870059312
28,250.0941261618179,1.6821976328003423,-2.009973287637167,1.4493976029622542,64.33427870200036
277,250.09480305934517,1.6822047546296695,-2.009969129445262,1.4493976777562292,64.3342787035798
137,250.09415981975314,1.682199124215249,-2.0099727876214386,1.4493975677594297,64.33427870424225
8,250.0985546122852,1.6815951524808284,-2.010115414406836,1.4494203299245505,64.33427870496354
106,250.0942790206985,1.6822010353257912,-2.0099718788805534,1.4493975581133418,64.33427870576332
56,250.09410428489807,1.6821996015057417,-2.0099728502189755,1.4493975252380988,64.33427870615334
172,250.0940819693176,1.682201257766595,-2.0099724900217835,1.4493974573410446,64.33427870973975
9,1.02613080640829,1.6770906866233166,-3.8497018394115923,1.2519031167892822,126.12002373157782
202,0.42093602221239323,1.8971264449394165,-1.967156751979985,1.2519030701842573,126.12002373157881
126,0.48463347136116774,1.860129344424442,-1.7250778282766355,1.2519032427610997,126.12002373158262
270,0.22864649893347444,1.880972633873201,-0.04365880833272118,1.251903706027121,126.12002373167503
175,0.9390002706643215,1.7159499429061076,-0.6369915302829359,1.2519041587159225,126.120023731881
61,0.7384232655304108,1.8619335329597761,-1.7143193632465326,1.251900991854956,126.1200237328381
295,0.6639137878090637,1.8789030423273578,0.0931518400448259,1.2519059116945899,126.12002373375742
195,0.24066908728916236,1.9438472105743076,0.9659154474277912,1.2519083936422526,126.12002373934665
155,0.47930038836103517,1.7274611228320245,-0.9844301604878085,1.2519120390334462,126.12002375378779
248,0.45586876483106553,1.9550117366104842,-2.483345428634317,1.2519131695313697,126.1200237597726
275,0.13648136402861355,1.9832156200289033,-0.2562307284111247,1.2519142006962027,126.12002376585343
184,1.0918534421529877,1.75541329263183,-1.3060335782530408,1.2519225502845555,126.1200238369442
85,1.4802091591348316,1.9911871529150942,-1.5344204280974352,1.2520042017560287,126.12002658243902
