day_idx,hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
5,128.0,0.028812235979550006,-0.02002929172447193,21,128.0,0.21757326670725943,8.0,0.1324254418550249,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
6,152.0,0.03400459682125611,0.03176428353862243,21,152.0,0.21757326670725943,8.0,0.15629032617784164,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
7,176.0,0.03356691281049543,0.022836563561023468,21,176.0,0.21757326670725943,8.0,0.15427866354398703,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
8,200.0,0.039331545352591195,0.04684671738003327,21,200.0,0.21757326670725943,8.0,0.18077379610019378,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
9,224.0,0.04079220413802181,0.06768957760519628,21,224.0,0.21757326670725943,8.0,0.18748720720779966,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
10,248.0,0.045702819694933096,0.08325888034424654,21,248.0,0.21757326670725943,8.0,0.2100571471238024,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
11,272.0,0.03646297784964359,0.05268463410920562,21,272.0,0.21757326670725943,8.0,0.1675894212624192,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
12,296.0,0.03054576473490468,0.017858058067065016,21,296.0,0.21757326670725943,8.0,0.14039300506529329,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
13,320.0,0.03207638733487943,-0.003700026597832997,21,320.0,0.21757326670725943,8.0,0.1474279805617736,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
14,340.0,0.01760342160162435,0.017899249394356404,21,340.0,0.21757326670725943,8.0,0.08090801718443381,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
-1,-12.0,0.02763156539769291,,14,-12.0,0.18221130403887567,32.0,0.15164572551326222,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
0,8.0,0.15003529036226332,,14,8.0,0.18221130403887567,32.0,0.8234137346948165,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
1,32.0,0.18221130403887567,,14,32.0,0.18221130403887567,32.0,1.0,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
2,56.0,0.14798088307030843,,14,56.0,0.18221130403887567,32.0,0.8121388727822066,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
3,80.0,0.10465399641050095,,14,80.0,0.18221130403887567,32.0,0.5743551255643969,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
4,104.0,0.0740732284041231,,14,104.0,0.18221130403887567,32.0,0.4065237817974192,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
5,128.0,0.061288625322749306,,14,128.0,0.18221130403887567,32.0,0.33636017066028506,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
6,152.0,0.051387429668489304,,14,152.0,0.18221130403887567,32.0,0.28202108502294426,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
7,176.0,0.055999312472377945,,14,176.0,0.18221130403887567,32.0,0.3073317145045525,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
8,200.0,0.04530852426038667,,14,200.0,0.18221130403887567,32.0,0.24865923933412978,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
9,224.0,0.043506376214892194,,14,224.0,0.18221130403887567,32.0,0.2387688098956248,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
10,248.0,0.03920390123336386,,14,248.0,0.18221130403887567,32.0,0.215156251913984,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
11,272.0,0.03264348521086299,,14,272.0,0.18221130403887567,32.0,0.17915181159067026,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
12,296.0,0.026026916524705606,,14,296.0,0.18221130403887567,32.0,0.1428391979410489,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
13,320.0,0.03243281634539814,,14,320.0,0.18221130403887567,32.0,0.17799563268851,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
14,344.0,0.04238187362631556,,14,344.0,0.18221130403887567,32.0,0.23259738933251464,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
15,368.0,0.04124682531472021,,14,368.0,0.18221130403887567,32.0,0.22636809243141137,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
16,392.0,0.035261391057252935,,14,392.0,0.18221130403887567,32.0,0.19351922891529136,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
17,416.0,0.03264450140212987,,14,416.0,0.18221130403887567,32.0,0.17915738858421762,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
18,440.0,0.029414418988279414,,14,440.0,0.18221130403887567,32.0,0.1614302644033748,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
19,464.0,0.035308452919226234,,14,464.0,0.18221130403887567,32.0,0.19377751070643237,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
20,488.0,0.04529893676210053,,14,488.0,0.18221130403887567,32.0,0.2486066218615931,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
21,512.0,0.040676649978687425,,14,512.0,0.18221130403887567,32.0,0.22323889394924074,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
22,536.0,0.03353759883433791,,14,536.0,0.18221130403887567,32.0,0.18405882670804277,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
23,560.0,0.03807506551544623,,14,560.0,0.18221130403887567,32.0,0.20896105055766864,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
24,584.0,0.02916048642970005,,14,584.0,0.18221130403887567,32.0,0.16003664856862293,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
25,608.0,0.03880504975386321,,14,608.0,0.18221130403887567,32.0,0.21296730166413805,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
26,632.0,0.04352424423067702,,14,632.0,0.18221130403887567,32.0,0.2388668719553805,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
27,656.0,0.04349982846692508,,14,656.0,0.18221130403887567,32.0,0.23873287497928328,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
28,680.0,0.04103053763967173,,14,680.0,0.18221130403887567,32.0,0.22518107675096638,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
29,704.0,0.050165229559892194,,14,704.0,0.18221130403887567,32.0,0.27531348740684713,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
30,728.0,0.052223784684926396,,14,728.0,0.18221130403887567,32.0,0.2866111131820021,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
31,744.0,0.043670081171817546,,14,744.0,0.18221130403887567,32.0,0.23966724458818603,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,NEUTRAL
2,64.0,0.04218571266681971,0.04924714428118019,21,64.0,0.09636746485944718,200.0,0.4377588715065604,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
3,80.0,0.09188311157697543,0.10020361845033042,21,80.0,0.09636746485944718,200.0,0.9534661071658135,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
4,104.0,0.07987612579361274,0.07260167878345299,21,104.0,0.09636746485944718,200.0,0.8288702614529996,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
5,128.0,0.07849346009677478,0.06659561437370191,21,128.0,0.09636746485944718,200.0,0.8145224138796036,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
6,152.0,0.07708600905721456,0.06520596110465443,21,152.0,0.09636746485944718,200.0,0.7999173701377867,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
7,176.0,0.0795468717700872,0.06526756009518402,21,176.0,0.09636746485944718,200.0,0.8254536101588542,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
8,200.0,0.09636746485944718,0.08250993175223005,21,200.0,0.09636746485944718,200.0,1.0,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
9,220.0,0.07954122199404423,0.06302740387222176,21,220.0,0.09636746485944718,200.0,0.8253949827367133,john_gue,hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,INFL
0,16.0,0.05417798563975896,0.05579507441303518,21,16.0,0.09375778747390284,296.0,0.5778505135356272,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
1,32.0,0.05486485832529964,0.05481796637713227,21,32.0,0.09375778747390284,296.0,0.5851765469675901,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
2,56.0,0.06735918758437875,0.07063399614310849,21,56.0,0.09375778747390284,296.0,0.718438322823349,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
3,80.0,0.06596940851798112,0.07141161339755679,21,80.0,0.09375778747390284,296.0,0.7036152440813888,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
4,104.0,0.07365056960232463,0.07102021771989032,21,104.0,0.09375778747390284,296.0,0.7855408237190432,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
5,128.0,0.08495912565662052,0.07802302202315427,21,128.0,0.09375778747390284,296.0,0.9061554026140879,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
6,152.0,0.06484254728657969,0.04871686361237687,21,152.0,0.09375778747390284,296.0,0.6915963893092976,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
7,176.0,0.09159049623698252,0.07476258728036798,21,176.0,0.09375778747390284,296.0,0.976884146956608,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
8,200.0,0.08321923623025575,0.06806020540616671,21,200.0,0.09375778747390284,296.0,0.8875981235523452,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
9,224.0,0.07876503729744316,0.0763833126445157,21,224.0,0.09375778747390284,296.0,0.8400906145462012,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
10,248.0,0.07630839164528719,0.06343865565636295,21,248.0,0.09375778747390284,296.0,0.8138885707656803,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
11,272.0,0.07885687133800096,0.07574140949142412,21,272.0,0.09375778747390284,296.0,0.841070096283474,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
12,296.0,0.09375778747390284,0.09074050423717928,21,296.0,0.09375778747390284,296.0,1.0,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
13,320.0,0.0806972261039352,0.08355872994062885,21,320.0,0.09375778747390284,296.0,0.8606989166248937,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
14,344.0,0.0785394766951602,0.08471528816486078,21,344.0,0.09375778747390284,296.0,0.8376848346279652,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
15,364.0,0.07534452149995649,0.08161411291996826,21,364.0,0.09375778747390284,296.0,0.8036081431734764,john_sm,hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,INFL
-1,-8.0,0.2493944243998009,-0.4885599756847796,21,-8.0,0.2493944243998009,-8.0,1.0,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,EVAC
0,8.0,0.16188248993582924,-0.2653446429497299,21,8.0,0.2493944243998009,-8.0,0.6491022817587837,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,EVAC
1,32.0,0.10970188662746101,-0.07024148000565573,21,32.0,0.2493944243998009,-8.0,0.4398730520598944,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,EVAC
2,56.0,0.11542291743394201,0.03706195558886933,21,56.0,0.2493944243998009,-8.0,0.46281274215220247,milton_fl,hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,EVAC
