window_start_pt,hours_since_quake,min_edge_weight,n_nodes,n_edges,total_flow,avg_degree,gcc_size,gcc_fraction
2023-04-24 16:00:00,1872.0,1.0,4147,11988,398780.0,5.7815288160115745,578,0.13937786351579454
2023-04-25 08:00:00,1888.0,1.0,6403,27310,1139811.0,8.53037638606903,1712,0.2673746681243167
2023-04-25 16:00:00,1896.0,1.0,4112,12056,404029.0,5.863813229571984,476,0.11575875486381323
2023-04-26 08:00:00,1912.0,1.0,6401,27312,1132261.0,8.53366661459147,1224,0.19122012185596002
2023-04-26 16:00:00,1920.0,1.0,4137,11911,398119.0,5.758278946096205,487,0.11771815325114818
2023-04-27 08:00:00,1936.0,1.0,6428,27013,1117889.0,8.404791537025513,1494,0.23242065961418792
2023-04-27 16:00:00,1944.0,1.0,4086,11693,388094.0,5.723445912873226,467,0.11429270680372002
2023-04-28 08:00:00,1960.0,1.0,6379,26607,1102121.0,8.342059883994356,1098,0.17212729267910332
2023-04-28 16:00:00,1968.0,1.0,3515,8510,272598.0,4.842105263157895,622,0.17695590327169275
2023-04-29 08:00:00,1984.0,1.0,5712,20631,834739.0,7.223739495798319,892,0.1561624649859944
2023-04-29 16:00:00,1992.0,1.0,2984,5485,167111.0,3.6762734584450403,315,0.10556300268096515
2023-04-30 08:00:00,2008.0,1.0,4836,13353,532591.0,5.522332506203474,775,0.16025641025641027
2023-04-30 16:00:00,2016.0,1.0,3478,8042,255758.0,4.624496837262795,339,0.09746981023576769
2023-05-01 08:00:00,2032.0,1.0,5663,19692,825005.0,6.954617693801872,1057,0.18665018541409148
2023-05-01 16:00:00,2040.0,1.0,4148,12171,405951.0,5.868370298939248,476,0.11475409836065574
2023-05-02 08:00:00,2056.0,1.0,6542,28047,1181696.0,8.574442066646286,1489,0.22760623662488536
2023-05-02 16:00:00,2064.0,1.0,4167,12061,411425.0,5.788816894648428,476,0.11423086153107752
2023-05-03 08:00:00,2080.0,1.0,6519,27969,1170206.0,8.580763920846756,1327,0.2035588280411106
2023-05-03 16:00:00,2088.0,1.0,4244,12205,414629.0,5.7516493873704055,470,0.11074458058435438
2023-05-04 08:00:00,2104.0,1.0,6500,27650,1155200.0,8.507692307692308,1297,0.19953846153846153
2023-05-04 16:00:00,2112.0,1.0,4135,12089,407749.0,5.8471584038694076,485,0.11729141475211609
2023-05-05 08:00:00,2128.0,1.0,6468,27239,1136017.0,8.42269635126778,1303,0.20145330859616573
2023-05-05 16:00:00,2136.0,1.0,3656,8888,288472.0,4.862144420131291,410,0.11214442013129103
2023-05-06 08:00:00,2152.0,1.0,5732,20641,845875.0,7.202023726448012,1424,0.24842986741102582
2023-05-06 16:00:00,2160.0,1.0,3038,5602,171547.0,3.6879526003949965,351,0.11553653719552337
2023-05-07 08:00:00,2176.0,1.0,4830,12891,509213.0,5.3378881987577635,832,0.1722567287784679
2023-05-07 16:00:00,2184.0,1.0,4215,12502,402589.0,5.93214709371293,470,0.11150652431791222
2023-05-08 08:00:00,2200.0,1.0,6545,28031,1173975.0,8.565622612681436,1201,0.18349885408708938
2023-05-08 16:00:00,2208.0,1.0,4209,12302,416640.0,5.845569018769304,475,0.11285340936089332
2023-05-09 08:00:00,2224.0,1.0,6540,27986,1174454.0,8.55840978593272,1831,0.27996941896024463
2023-05-09 16:00:00,2232.0,1.0,4258,12528,423623.0,5.884452794739314,477,0.11202442461249412
