window_start_pt,hours_since_quake,n_rows,n_od_pairs_nonnull,n_with_n_crisis,dist_p50_km,dist_p90_km,dist_p99_km,n_baseline_p50,n_baseline_p90,n_baseline_p99,n_crisis_p50,n_crisis_p90,n_crisis_p99
2023-03-06 08:00:00,688.0,51385,51385,48287,2.752403921859721,11.649550822149939,24.037330646145353,21.5,118.0,1513.7216666666645,20.0,111.0,1464.4199999999983
2023-03-06 16:00:00,696.0,34536,34536,32340,1.9260911459845704,8.260296527194217,18.826351811339368,20.83333333333333,140.16666666666666,1594.575,20.0,129.0,1642.050000000003
2023-03-07 08:00:00,712.0,51664,51664,48484,2.756230588899476,11.595324729453264,23.915620494117864,21.5,116.66666666666669,1502.4900000000005,20.0,109.0,1448.1699999999983
2023-03-07 16:00:00,720.0,34917,34917,33006,1.926545564905945,8.223774967017894,18.8025036618465,21.0,140.66666666666666,1581.1166666666675,20.0,126.0,1619.9000000000015
2023-03-08 08:00:00,736.0,51843,51843,48858,2.757505263371459,11.594768392672375,24.174701980894806,21.5,117.0,1502.2183333333317,20.0,109.0,1434.2900000000009
2023-03-08 16:00:00,744.0,34748,34748,32754,1.9271134791135158,8.239551951494722,18.88238816701466,21.0,140.83333333333334,1584.6133333333285,20.0,125.0,1607.0
2023-03-09 08:00:00,760.0,51462,51462,48504,2.754317749079876,11.561726151153344,24.229516166895202,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,108.0,1408.9100000000035
2023-03-09 16:00:00,768.0,34532,34532,32593,1.916076841704355,8.06449075033195,18.538069095078033,21.0,142.71428571428572,1601.8495566698261,20.0,127.0,1626.079999999998
2023-03-10 08:00:00,784.0,51102,51102,48246,2.747295609417347,11.402577371960565,24.13501923863422,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,109.0,1391.0
2023-03-10 16:00:00,792.0,29229,29229,27769,1.8442758167634477,6.123113616812457,15.48662072566181,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,156.20000000000073,1786.3199999999997
2023-03-11 08:00:00,808.0,44364,44364,41756,1.957274545321612,9.234133016102286,21.30057501055901,21.714285714285715,137.0,1865.1714285714363,20.0,120.0,1807.0
2023-03-11 16:00:00,816.0,22552,22552,21451,0.0,3.728372724344149,10.490557363925708,23.0,293.3714285714286,1987.1480661406015,21.0,239.0,2082.5
2023-03-12 08:00:00,832.0,35155,35155,33196,1.8463629712891445,6.05556183253281,16.907220797510846,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,154.0,2445.100000000006
2023-03-12 16:00:00,840.0,32075,32075,28470,1.9009971516199784,7.746160306282628,17.160532256998387,21.0,140.66666666666666,1576.5,20.0,142.0,1714.2400000000052
2023-03-13 08:00:00,856.0,52616,52616,49976,2.7587794937162857,11.658354881991793,24.768485587736045,21.5,118.0,1513.7216666666645,20.0,108.5,1445.0
2023-03-13 16:00:00,864.0,32392,32392,28568,1.9058024808636964,7.785876069969089,17.48572544161717,20.83333333333333,140.16666666666666,1594.575,20.0,141.0,1714.6599999999962
2023-03-14 08:00:00,880.0,52982,52982,50257,2.7606900018665828,11.658354881992,24.78021400212286,21.5,116.66666666666669,1502.4900000000005,20.0,107.0,1398.640000000014
2023-03-14 16:00:00,888.0,32257,32257,28468,1.9046589697174483,7.7098165146789635,17.25495543765442,21.0,140.66666666666666,1581.1166666666675,20.0,141.0,1680.6599999999962
2023-03-15 08:00:00,904.0,52693,52693,49741,2.763235771856876,11.656224996199082,24.544327140784745,21.5,117.0,1502.2183333333317,20.0,106.0,1363.199999999997
2023-03-15 16:00:00,912.0,32298,32298,28698,1.9064884362030385,7.719837220588595,17.272138948976536,21.0,140.83333333333334,1584.6133333333285,20.0,139.0,1661.0299999999988
2023-03-16 08:00:00,928.0,52970,52970,50303,2.762281305726145,11.656426023077149,25.06592011392084,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,106.0,1390.979999999996
2023-03-16 16:00:00,936.0,31930,31930,28465,1.895726685802548,7.671750255317028,17.273677264812566,21.0,142.71428571428572,1601.8495566698261,20.0,141.0,1662.800000000003
2023-03-17 08:00:00,952.0,51732,51732,49007,2.7530419735387373,11.394162429704844,24.936201697825503,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,107.0,1421.0
2023-03-17 16:00:00,960.0,26691,26691,23951,1.84195583973559,5.846042994431958,15.455834229626115,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,179.0,1783.5
2023-03-18 08:00:00,976.0,45194,45194,42678,2.5993383216153987,9.43591331107815,22.08280474102262,21.714285714285715,137.0,1865.1714285714363,20.0,117.0,1777.6900000000096
2023-03-18 16:00:00,984.0,20946,20946,19201,0.0,3.6973622513346527,10.839080400485125,23.0,293.3714285714286,1987.1480661406015,21.0,245.0,1836.0
2023-03-19 08:00:00,1000.0,35130,35130,32965,1.8452035437138,6.09873565854499,18.155461320913016,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,162.0,2500.3600000000006
2023-03-19 16:00:00,1008.0,31662,31662,27771,1.9053451141536504,7.722516188792865,17.31197657230423,21.0,140.66666666666666,1576.5,20.0,145.0,1708.2999999999993
2023-03-20 08:00:00,1024.0,52424,52424,49597,2.767051019041047,11.683875451268147,25.101419556476277,21.5,118.0,1513.7216666666645,20.0,106.0,1363.0
2023-03-20 16:00:00,1032.0,32149,32149,28161,1.9071742155382083,7.722404784334786,17.29304639437327,20.83333333333333,140.16666666666666,1594.575,20.0,141.0,1666.800000000003
2023-03-21 08:00:00,1048.0,52252,52252,49244,2.772766108566141,11.714065344695525,25.395875813524786,21.5,116.66666666666669,1502.4900000000005,20.0,105.0,1321.1399999999994
2023-03-21 16:00:00,1056.0,32039,32039,28225,1.9076313380166643,7.720502973430036,17.062548214855482,21.0,140.66666666666666,1581.1166666666675,20.0,140.0,1631.2799999999952
2023-03-22 08:00:00,1072.0,51850,51850,48842,2.7632357718567264,11.652266229771815,25.08337903133169,21.5,117.0,1502.2183333333317,20.0,105.0,1367.719999999972
2023-03-22 16:00:00,1080.0,32360,32360,27857,1.876877022445807,7.620402993080638,16.94908705148441,21.0,140.83333333333334,1584.6133333333285,20.0,162.0,1931.7599999999948
2023-03-23 08:00:00,1096.0,51230,51230,48121,2.731288682702095,11.36948473564978,24.027772560056622,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,107.0,1432.800000000003
2023-03-23 16:00:00,1104.0,31925,31925,27674,1.8720357602212436,7.594578308468284,16.98952024146645,21.0,142.71428571428572,1601.8495566698261,20.0,167.0,1959.2700000000004
2023-03-24 08:00:00,1120.0,50986,50986,47935,2.737699203089897,11.37211185825415,24.020328106056407,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,107.0,1392.9799999999886
2023-03-24 16:00:00,1128.0,27061,27061,23856,0.0,5.796136326285745,15.04721616914935,21.285714285714285,190.99590458446303,1762.7665547892748,21.0,208.0,2058.2500000000036
2023-03-25 08:00:00,1144.0,43813,43813,40787,1.9595198521150112,9.245491107449846,21.28204423450469,21.714285714285715,137.0,1865.1714285714363,20.0,121.0,1765.2799999999988
2023-03-25 16:00:00,1152.0,22314,22314,21009,0.0,3.687623751390886,11.266170753193586,23.0,293.3714285714286,1987.1480661406015,22.0,257.0,2172.8399999999965
2023-03-26 08:00:00,1168.0,33928,33928,31315,1.8438118964175283,5.8491476484949745,15.259220129948083,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,173.0,2504.7400000000052
2023-03-26 16:00:00,1176.0,32339,32339,27985,1.874111235741036,7.613131694077495,16.9974766525482,21.0,140.66666666666666,1576.5,20.0,163.0,1951.239999999998
2023-03-27 08:00:00,1192.0,51931,51931,48873,2.763871931476453,11.692343024553644,24.77970310916716,21.5,118.0,1513.7216666666645,20.0,106.0,1362.2799999999988
2023-03-27 16:00:00,1200.0,32734,32734,28504,1.8766466258183332,7.656462832348744,17.313165899414074,20.83333333333333,140.16666666666666,1594.575,20.0,159.70000000000073,1916.0
2023-03-28 08:00:00,1216.0,51976,51976,48926,2.7524039218597753,11.575622803988697,24.212625745348483,21.5,116.66666666666669,1502.4900000000005,20.0,107.0,1460.0
2023-03-28 16:00:00,1224.0,32610,32610,28391,1.874572322984,7.616573000519715,16.99910209609158,21.0,140.66666666666666,1581.1166666666675,20.0,159.0,1927.2999999999956
2023-03-29 08:00:00,1240.0,52008,52008,49066,2.731930190344803,11.367645429370189,24.080661225650818,21.5,117.0,1502.2183333333317,21.0,108.0,1457.699999999997
2023-03-29 16:00:00,1248.0,32573,32573,28493,1.873880691402238,7.6031873065301925,16.99174457619381,21.0,140.83333333333334,1584.6133333333285,20.0,160.0,1971.3199999999924
2023-03-30 08:00:00,1264.0,51799,51799,48854,2.742820223538964,11.389954428596637,24.031402114586225,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,107.0,1418.8800000000047
2023-03-30 16:00:00,1272.0,32380,32380,28386,1.873419531124212,7.598404974442173,16.954967238950896,21.0,142.71428571428572,1601.8495566698261,20.0,161.5,1944.300000000003
2023-03-31 08:00:00,1288.0,51513,51513,48648,2.74409943405673,11.385464295599576,24.03733064614529,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,106.0,1382.0
2023-03-31 16:00:00,1296.0,27583,27583,24830,1.8345257923167917,5.8284442446759925,14.839321396384246,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,196.0,2041.5499999999956
2023-04-01 08:00:00,1312.0,44714,44714,41981,2.596710891671216,9.402815025823983,21.655990057113275,21.714285714285715,137.0,1865.1714285714363,20.0,118.0,1723.199999999997
2023-04-01 16:00:00,1320.0,23394,23394,22400,0.0,4.10420220055457,11.855309385732676,23.0,293.3714285714286,1987.1480661406015,21.0,232.0,2165.0099999999984
2023-04-02 08:00:00,1336.0,35548,35548,33377,1.8493764054912687,6.178782943604715,21.052119862091413,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,159.0,2450.6799999999857
2023-04-02 16:00:00,1344.0,32986,32986,29033,1.878489591152444,7.692904673193764,17.45066953057938,21.0,140.66666666666666,1576.5,20.0,157.0,1951.0
2023-04-03 08:00:00,1360.0,52413,52413,49596,2.7651439094084163,11.689638095573327,24.564889918296775,21.5,118.0,1513.7216666666645,20.0,106.0,1387.0
2023-04-03 16:00:00,1368.0,33197,33197,29285,1.8826333007706224,7.692904673193239,17.392993116449187,20.83333333333333,140.16666666666666,1594.575,20.0,155.0,1923.3199999999997
2023-04-04 08:00:00,1384.0,52577,52577,49816,2.7625994988195366,11.668330820812995,24.773717931565336,21.5,116.66666666666669,1502.4900000000005,21.0,106.0,1392.699999999997
2023-04-04 16:00:00,1392.0,33099,33099,29264,1.8787198875843476,7.649709312683406,17.272116326684834,21.0,140.66666666666666,1581.1166666666675,20.0,155.0,1942.109999999997
2023-04-06 08:00:00,1432.0,52105,52105,49254,2.756230588899874,11.41408266853473,24.338988228186906,21.571428571428573,117.42857142857144,1505.5028571428504,21.0,107.0,1393.820000000007
2023-04-06 16:00:00,1440.0,32863,32863,29200,1.8775682084975045,7.6232630392082665,17.27207108210142,21.0,142.71428571428572,1601.8495566698261,20.0,155.0,1904.0299999999952
2023-04-07 08:00:00,1456.0,51683,51683,48929,2.7530419735387373,11.447048910174507,24.584103835145083,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,105.0,1374.4400000000023
2023-04-07 16:00:00,1464.0,27974,27974,25311,1.8412596492605957,5.832845558066611,15.044951596595704,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,190.0,2004.2000000000116
2023-04-08 08:00:00,1480.0,44745,44745,42009,2.6039343745338157,9.529012005385368,22.177623573706875,21.714285714285715,137.0,1865.1714285714363,20.0,116.0,1654.9199999999983
2023-04-08 16:00:00,1488.0,23471,23471,22439,0.0,4.118738420973099,11.75160463806043,23.0,293.3714285714286,1987.1480661406015,21.0,230.0,2097.0
2023-04-09 08:00:00,1504.0,35325,35325,33218,1.850303275878756,6.154562160914199,16.987980255111925,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,158.0,2355.320000000007
2023-04-09 16:00:00,1512.0,33406,33406,29701,1.8888409236629056,7.714555598271394,17.450065306091183,21.0,140.66666666666666,1576.5,20.0,151.0,1911.0
2023-04-11 08:00:00,1552.0,52540,52540,49694,2.7587794937162857,11.658354881992,24.95223911997414,21.5,116.66666666666669,1502.4900000000005,20.0,106.0,1390.0699999999997
2023-04-11 16:00:00,1560.0,33097,33097,29176,1.8826333007708949,7.633771587416848,17.264359478212555,21.0,140.66666666666666,1581.1166666666675,20.0,157.0,1906.25
2023-04-12 08:00:00,1576.0,52378,52378,49519,2.758142434191436,11.647062554587427,24.864580645160064,21.5,117.0,1502.2183333333317,20.0,105.0,1390.8199999999997
2023-04-12 16:00:00,1584.0,33064,33064,29332,1.881482668715212,7.629950828476888,17.314985345956412,21.0,140.83333333333334,1584.6133333333285,20.0,155.0,1887.069999999996
2023-04-13 08:00:00,1600.0,52126,52126,49160,2.7594164416804827,11.652486088324622,24.708567272595054,21.571428571428573,117.42857142857144,1505.5028571428504,20.0,105.0,1338.8699999999735
2023-04-13 16:00:00,1608.0,33040,33040,29321,1.88309345572076,7.616573000519663,17.273451041895505,21.0,142.71428571428572,1601.8495566698261,20.0,153.0,1881.7999999999993
2023-04-14 08:00:00,1624.0,51615,51615,48717,2.762599498819375,11.591430224080215,25.35076564604374,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,104.0,1314.359999999986
2023-04-14 16:00:00,1632.0,28394,28394,25903,1.842419909871828,5.898727751308685,15.416640246786182,21.285714285714285,190.99590458446303,1762.7665547892748,20.0,182.0,1965.9199999999983
2023-04-15 08:00:00,1648.0,45058,45058,42187,2.605903335729786,9.586081808704582,22.438538036437404,21.714285714285715,137.0,1865.1714285714363,20.0,115.0,1605.5599999999977
2023-04-15 16:00:00,1656.0,24030,24030,23135,0.0,4.124444697749119,12.427042301722205,23.0,293.3714285714286,1987.1480661406015,21.0,217.0,2068.279999999999
2023-04-16 08:00:00,1672.0,36224,36224,34223,1.863030920245336,6.646285326028638,18.52774405662434,22.33333333333333,195.93333333333368,2558.0933333333314,21.0,146.0,2189.679999999993
2023-04-16 16:00:00,1680.0,33424,33424,29231,1.8782592465235413,7.69166663804908,17.30204306894102,21.0,140.66666666666666,1576.5,20.0,154.0,1882.1000000000022
2023-04-17 08:00:00,1696.0,51425,51425,47852,2.757505263371095,11.655420888687056,24.95223911997443,21.5,118.0,1513.7216666666645,20.0,105.90000000000146,1356.0
2023-04-17 16:00:00,1704.0,33367,33367,28853,1.8775682084975045,7.651534930478251,17.38380487437624,20.83333333333333,140.16666666666666,1594.575,20.0,154.0,1827.4399999999987
2023-04-18 08:00:00,1720.0,51148,51148,47390,2.74409943405673,11.452752635306567,24.898597087651154,21.5,116.66666666666669,1502.4900000000005,20.0,106.0,1371.1100000000006
2023-04-18 16:00:00,1728.0,33150,33150,28492,1.8748028658947928,7.596491718145671,16.93507579920959,21.0,140.66666666666666,1581.1166666666675,20.0,156.0,1842.0
2023-04-19 08:00:00,1744.0,50262,50262,45914,2.714575037389878,11.236627592632816,24.594785656175766,21.5,117.0,1502.2183333333317,20.0,107.0,1363.350000000013
2023-04-19 16:00:00,1752.0,32822,32822,25728,1.863493129539124,7.032723032153381,16.105265386813596,21.0,140.83333333333334,1584.6133333333285,21.0,187.0,1957.1899999999987
2023-04-20 08:00:00,1768.0,48613,48613,36633,2.606559550989576,10.055624699443332,23.316702879127348,21.571428571428573,117.42857142857144,1505.5028571428504,21.0,136.0,1863.800000000003
2023-04-20 16:00:00,1776.0,34870,34870,24800,1.8382419591757388,6.184471366315007,15.410291428855073,21.0,142.71428571428572,1601.8495566698261,22.0,214.0,2108.019999999997
2023-04-21 08:00:00,1792.0,51751,51751,36956,1.9675856989945075,9.926731768134408,22.621352023483276,21.428571428571427,117.85714285714286,1514.4514285714279,20.0,131.0,1734.1499999999796
2023-04-21 16:00:00,1800.0,27060,27060,20252,0.0,5.275329110273777,13.376058508878984,21.285714285714285,190.99590458446303,1762.7665547892748,21.0,222.0,1643.4900000000016
2023-04-22 08:00:00,1816.0,44509,44509,36011,1.9188112082081603,8.324006840697962,26.49177366314239,21.714285714285715,137.0,1865.1714285714363,20.0,135.0,1838.5000000000073
2023-04-22 16:00:00,1824.0,22886,22886,21254,0.0,3.6727682778888937,9.762429926106812,23.0,293.3714285714286,1987.1480661406015,21.0,224.0,1773.9400000000023
2023-04-23 08:00:00,1840.0,36294,36294,33820,1.848217578224808,6.647121787898348,31.7298469669692,22.33333333333333,195.93333333333368,2558.0933333333314,20.0,152.0,2219.429999999993
2023-04-23 16:00:00,1848.0,32251,32251,28304,1.8952680266589197,7.713844980094243,17.20996765459215,21.0,140.66666666666666,1576.5,20.0,145.0,1645.9700000000012
2023-04-24 08:00:00,1864.0,52705,52705,49718,2.759416441680882,11.661289210550303,25.07842028658845,21.5,118.0,1513.7216666666645,20.0,106.0,1367.0
2023-04-24 16:00:00,1872.0,33178,33178,29639,1.9078598955961976,7.819678434816438,17.85220191583111,20.83333333333333,140.16666666666666,1594.575,20.0,137.0,1653.239999999998
2023-04-25 08:00:00,1888.0,53310,53310,50535,2.7689570935753105,11.732565438196218,25.51525282917444,21.5,116.66666666666669,1502.4900000000005,20.0,105.0,1328.6599999999962
2023-04-25 16:00:00,1896.0,33223,33223,29927,1.908545398291248,7.717005531747261,17.313633135064862,21.0,140.66666666666666,1581.1166666666675,20.0,135.0,1626.479999999996
2023-04-26 08:00:00,1912.0,53362,53362,50660,2.7657797271866955,11.696338772105173,25.663395156390813,21.5,117.0,1502.2183333333317,20.0,105.0,1363.4099999999962
