slug,name,event_type,source,phi_col,S,arg_key,t_at_S,phi_at_S,min_phi,max_phi,n_points
park_fire_2024,"The Park Fire in Northern California, US",wildfire,phi_heatmap,phi_aggregate,0.36038343426348063,250.0,40.0,1.3603834342634806,0.8555975219890201,1.3603834342634806,138
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,phi_heatmap,phi_aggregate,0.2950861065235819,490.0,16.0,1.295086106523582,0.7834554192170209,1.295086106523582,136
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,phi_heatmap,phi_aggregate,0.2900628261568965,260.0,64.0,0.7099371738431035,0.7099371738431035,1.1568906622377226,82
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,phi_heatmap,phi_aggregate,0.2623739816193835,460.0,24.0,1.2623739816193835,0.8423990724119605,1.2623739816193835,80
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,phi_heatmap,phi_aggregate,0.23285765057032592,450.0,40.0,1.232857650570326,0.9561218368900316,1.232857650570326,150
the_flooding_across_gujarat_india,"The Flooding Across Gujarat, India",flood,phi_heatmap,phi_aggregate,0.22464806817251026,40.0,16.0,0.7753519318274897,0.7753519318274897,0.9994372867665696,150
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,phi_heatmap,phi_aggregate,0.1727191783157893,260.0,40.0,0.8272808216842107,0.8272808216842107,1.143365377022114,150
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,"Tropical Storm Enteng Across Luzon and Visayas Islands, Philippines",tropical_storm,phi_heatmap,phi_aggregate,0.1670692205877944,490.0,64.0,0.8329307794122056,0.8329307794122056,1.130962161370081,150
line_fire_southern_california_9_september_2024,Line Fire Southern California 9 September 2024,wildfire,phi_heatmap,phi_aggregate,0.1531228152645896,260.0,64.0,1.1531228152645896,0.969225904316428,1.1531228152645896,81
moldova_flooding_2024,Moldova Flooding Sept 16 2024,flood,phi_heatmap,phi_aggregate,0.0920971118105306,190.0,40.0,0.9079028881894694,0.9079028881894694,1.048451089698703,60
the_flooding_across_antioquia_and_choc_departments_colombia,"The Flooding Across Antioquia and Chocó Departments, Colombia",flood,phi_heatmap,phi_aggregate,,,,,,,0
