window_start_pt,hours_since_quake,flow_type,tile_count
2023-03-04 08:00:00,640.0,inflow,11250
2023-03-04 08:00:00,640.0,outflow,1713
2023-03-04 08:00:00,640.0,stable,12833
2023-03-04 08:00:00,640.0,unknown,5633
2023-03-05 08:00:00,664.0,inflow,13436
2023-03-05 08:00:00,664.0,outflow,1194
2023-03-05 08:00:00,664.0,stable,9944
2023-03-05 08:00:00,664.0,unknown,5450
2023-03-06 08:00:00,688.0,inflow,9914
2023-03-06 08:00:00,688.0,outflow,1859
2023-03-06 08:00:00,688.0,stable,12879
2023-03-06 08:00:00,688.0,unknown,4983
2023-03-07 08:00:00,712.0,inflow,10045
2023-03-07 08:00:00,712.0,outflow,1724
2023-03-07 08:00:00,712.0,stable,13042
2023-03-07 08:00:00,712.0,unknown,5031
2023-03-08 08:00:00,736.0,inflow,10906
2023-03-08 08:00:00,736.0,outflow,1457
2023-03-08 08:00:00,736.0,stable,12469
2023-03-08 08:00:00,736.0,unknown,5048
2023-03-09 08:00:00,760.0,inflow,9362
2023-03-09 08:00:00,760.0,outflow,1839
2023-03-09 08:00:00,760.0,stable,13963
2023-03-09 08:00:00,760.0,unknown,5047
2023-03-10 08:00:00,784.0,inflow,11650
2023-03-10 08:00:00,784.0,outflow,1308
2023-03-10 08:00:00,784.0,stable,12220
2023-03-10 08:00:00,784.0,unknown,5338
2023-03-11 08:00:00,808.0,inflow,11441
2023-03-11 08:00:00,808.0,outflow,1600
2023-03-11 08:00:00,808.0,stable,12788
2023-03-11 08:00:00,808.0,unknown,5525
2023-03-12 08:00:00,832.0,inflow,17757
2023-03-12 08:00:00,832.0,outflow,781
2023-03-12 08:00:00,832.0,stable,6301
2023-03-12 08:00:00,832.0,unknown,5885
2023-03-13 08:00:00,856.0,inflow,14115
2023-03-13 08:00:00,856.0,outflow,1133
2023-03-13 08:00:00,856.0,stable,9668
2023-03-13 08:00:00,856.0,unknown,5334
2023-03-14 08:00:00,880.0,inflow,14107
2023-03-14 08:00:00,880.0,outflow,1128
2023-03-14 08:00:00,880.0,stable,9793
2023-03-14 08:00:00,880.0,unknown,5418
2023-03-15 08:00:00,904.0,inflow,13828
2023-03-15 08:00:00,904.0,outflow,1168
2023-03-15 08:00:00,904.0,stable,10000
2023-03-15 08:00:00,904.0,unknown,5461
2023-03-16 08:00:00,928.0,inflow,12451
2023-03-16 08:00:00,928.0,outflow,1364
2023-03-16 08:00:00,928.0,stable,11438
2023-03-16 08:00:00,928.0,unknown,5199
2023-03-17 08:00:00,952.0,inflow,14183
2023-03-17 08:00:00,952.0,outflow,1134
2023-03-17 08:00:00,952.0,stable,9843
2023-03-17 08:00:00,952.0,unknown,5464
2023-03-18 08:00:00,976.0,inflow,13681
2023-03-18 08:00:00,976.0,outflow,1313
2023-03-18 08:00:00,976.0,stable,10890
2023-03-18 08:00:00,976.0,unknown,5570
2023-03-19 08:00:00,1000.0,inflow,16552
2023-03-19 08:00:00,1000.0,outflow,832
2023-03-19 08:00:00,1000.0,stable,7379
2023-03-19 08:00:00,1000.0,unknown,5723
2023-03-20 08:00:00,1024.0,inflow,13360
2023-03-20 08:00:00,1024.0,outflow,1179
2023-03-20 08:00:00,1024.0,stable,10385
2023-03-20 08:00:00,1024.0,unknown,5147
2023-03-21 08:00:00,1048.0,inflow,13144
2023-03-21 08:00:00,1048.0,outflow,1213
2023-03-21 08:00:00,1048.0,stable,10572
2023-03-21 08:00:00,1048.0,unknown,5196
2023-03-22 08:00:00,1072.0,inflow,13046
2023-03-22 08:00:00,1072.0,outflow,1234
2023-03-22 08:00:00,1072.0,stable,10561
2023-03-22 08:00:00,1072.0,unknown,5182
2023-03-23 08:00:00,1096.0,inflow,10301
2023-03-23 08:00:00,1096.0,outflow,1689
2023-03-23 08:00:00,1096.0,stable,13130
2023-03-23 08:00:00,1096.0,unknown,4936
2023-03-24 08:00:00,1120.0,inflow,13048
2023-03-24 08:00:00,1120.0,outflow,1309
2023-03-24 08:00:00,1120.0,stable,10794
2023-03-24 08:00:00,1120.0,unknown,5317
2023-03-25 08:00:00,1144.0,inflow,13272
2023-03-25 08:00:00,1144.0,outflow,1388
2023-03-25 08:00:00,1144.0,stable,11255
2023-03-25 08:00:00,1144.0,unknown,5634
2023-03-26 08:00:00,1168.0,inflow,15817
2023-03-26 08:00:00,1168.0,outflow,829
2023-03-26 08:00:00,1168.0,stable,8116
2023-03-26 08:00:00,1168.0,unknown,5900
2023-03-27 08:00:00,1192.0,inflow,12646
2023-03-27 08:00:00,1192.0,outflow,1237
2023-03-27 08:00:00,1192.0,stable,11010
2023-03-27 08:00:00,1192.0,unknown,5185
2023-03-28 08:00:00,1216.0,inflow,12893
2023-03-28 08:00:00,1216.0,outflow,1224
2023-03-28 08:00:00,1216.0,stable,10727
2023-03-28 08:00:00,1216.0,unknown,5121
2023-03-29 08:00:00,1240.0,inflow,13660
2023-03-29 08:00:00,1240.0,outflow,1189
2023-03-29 08:00:00,1240.0,stable,10008
2023-03-29 08:00:00,1240.0,unknown,5032
2023-03-30 08:00:00,1264.0,inflow,11595
2023-03-30 08:00:00,1264.0,outflow,1563
2023-03-30 08:00:00,1264.0,stable,11934
2023-03-30 08:00:00,1264.0,unknown,5081
2023-03-31 08:00:00,1288.0,inflow,14007
2023-03-31 08:00:00,1288.0,outflow,1209
2023-03-31 08:00:00,1288.0,stable,9899
2023-03-31 08:00:00,1288.0,unknown,5281
2023-04-01 08:00:00,1312.0,inflow,14735
2023-04-01 08:00:00,1312.0,outflow,1234
2023-04-01 08:00:00,1312.0,stable,9952
2023-04-01 08:00:00,1312.0,unknown,5643
2023-04-02 08:00:00,1336.0,inflow,17493
2023-04-02 08:00:00,1336.0,outflow,729
2023-04-02 08:00:00,1336.0,stable,6572
2023-04-02 08:00:00,1336.0,unknown,6060
2023-04-03 08:00:00,1360.0,inflow,13706
2023-04-03 08:00:00,1360.0,outflow,1133
2023-04-03 08:00:00,1360.0,stable,10113
2023-04-03 08:00:00,1360.0,unknown,5162
2023-04-04 08:00:00,1384.0,inflow,14214
2023-04-04 08:00:00,1384.0,outflow,1130
2023-04-04 08:00:00,1384.0,stable,9594
2023-04-04 08:00:00,1384.0,unknown,5274
2023-04-05 08:00:00,1408.0,inflow,24992
2023-04-05 08:00:00,1408.0,outflow,159
2023-04-05 08:00:00,1408.0,stable,259
2023-04-05 08:00:00,1408.0,unknown,10417
2023-04-06 08:00:00,1432.0,inflow,11663
2023-04-06 08:00:00,1432.0,outflow,1566
2023-04-06 08:00:00,1432.0,stable,11916
2023-04-06 08:00:00,1432.0,unknown,5117
2023-04-07 08:00:00,1456.0,inflow,13770
2023-04-07 08:00:00,1456.0,outflow,1228
2023-04-07 08:00:00,1456.0,stable,10114
2023-04-07 08:00:00,1456.0,unknown,5327
2023-04-08 08:00:00,1480.0,inflow,13733
2023-04-08 08:00:00,1480.0,outflow,1326
2023-04-08 08:00:00,1480.0,stable,10850
2023-04-08 08:00:00,1480.0,unknown,5662
2023-04-09 08:00:00,1504.0,inflow,17078
2023-04-09 08:00:00,1504.0,outflow,752
2023-04-09 08:00:00,1504.0,stable,6994
2023-04-09 08:00:00,1504.0,unknown,6096
2023-04-10 08:00:00,1528.0,inflow,14356
2023-04-10 08:00:00,1528.0,outflow,1099
2023-04-10 08:00:00,1528.0,stable,9477
2023-04-10 08:00:00,1528.0,unknown,5288
2023-04-11 08:00:00,1552.0,inflow,13653
2023-04-11 08:00:00,1552.0,outflow,1149
2023-04-11 08:00:00,1552.0,stable,10108
2023-04-11 08:00:00,1552.0,unknown,5182
2023-04-12 08:00:00,1576.0,inflow,13931
2023-04-12 08:00:00,1576.0,outflow,1139
2023-04-12 08:00:00,1576.0,stable,9843
2023-04-12 08:00:00,1576.0,unknown,5200
2023-04-13 08:00:00,1600.0,inflow,11924
2023-04-13 08:00:00,1600.0,outflow,1451
2023-04-13 08:00:00,1600.0,stable,11859
2023-04-13 08:00:00,1600.0,unknown,5107
2023-04-14 08:00:00,1624.0,inflow,14248
2023-04-14 08:00:00,1624.0,outflow,1114
2023-04-14 08:00:00,1624.0,stable,9860
2023-04-14 08:00:00,1624.0,unknown,5538
2023-04-15 08:00:00,1648.0,inflow,14793
2023-04-15 08:00:00,1648.0,outflow,1130
2023-04-15 08:00:00,1648.0,stable,10092
2023-04-15 08:00:00,1648.0,unknown,5979
2023-04-16 08:00:00,1672.0,inflow,17120
2023-04-16 08:00:00,1672.0,outflow,627
2023-04-16 08:00:00,1672.0,stable,7203
2023-04-16 08:00:00,1672.0,unknown,6781
2023-04-17 08:00:00,1696.0,inflow,14510
2023-04-17 08:00:00,1696.0,outflow,960
2023-04-17 08:00:00,1696.0,stable,9622
2023-04-17 08:00:00,1696.0,unknown,6126
2023-04-18 08:00:00,1720.0,inflow,15006
2023-04-18 08:00:00,1720.0,outflow,1048
2023-04-18 08:00:00,1720.0,stable,9096
2023-04-18 08:00:00,1720.0,unknown,6280
2023-04-19 08:00:00,1744.0,inflow,15117
2023-04-19 08:00:00,1744.0,outflow,1352
2023-04-19 08:00:00,1744.0,stable,8534
2023-04-19 08:00:00,1744.0,unknown,7263
2023-04-20 08:00:00,1768.0,inflow,16254
2023-04-20 08:00:00,1768.0,outflow,3018
2023-04-20 08:00:00,1768.0,stable,6078
2023-04-20 08:00:00,1768.0,unknown,10586
2023-04-21 08:00:00,1792.0,inflow,16580
2023-04-21 08:00:00,1792.0,outflow,3579
2023-04-21 08:00:00,1792.0,stable,5123
2023-04-21 08:00:00,1792.0,unknown,11630
2023-04-22 08:00:00,1816.0,inflow,18592
2023-04-22 08:00:00,1816.0,outflow,1988
2023-04-22 08:00:00,1816.0,stable,5649
2023-04-22 08:00:00,1816.0,unknown,10523
2023-04-23 08:00:00,1840.0,inflow,18235
2023-04-23 08:00:00,1840.0,outflow,846
2023-04-23 08:00:00,1840.0,stable,5855
2023-04-23 08:00:00,1840.0,unknown,7492
2023-04-24 08:00:00,1864.0,inflow,15459
2023-04-24 08:00:00,1864.0,outflow,1003
2023-04-24 08:00:00,1864.0,stable,8620
2023-04-24 08:00:00,1864.0,unknown,6066
2023-04-25 08:00:00,1888.0,inflow,15624
2023-04-25 08:00:00,1888.0,outflow,900
2023-04-25 08:00:00,1888.0,stable,8632
2023-04-25 08:00:00,1888.0,unknown,6072
2023-04-26 08:00:00,1912.0,inflow,15742
2023-04-26 08:00:00,1912.0,outflow,924
2023-04-26 08:00:00,1912.0,stable,8447
2023-04-26 08:00:00,1912.0,unknown,5972
2023-04-27 08:00:00,1936.0,inflow,14202
2023-04-27 08:00:00,1936.0,outflow,1153
2023-04-27 08:00:00,1936.0,stable,10064
2023-04-27 08:00:00,1936.0,unknown,5817
2023-04-28 08:00:00,1960.0,inflow,15782
2023-04-28 08:00:00,1960.0,outflow,891
2023-04-28 08:00:00,1960.0,stable,8687
2023-04-28 08:00:00,1960.0,unknown,5981
2023-04-29 08:00:00,1984.0,inflow,15636
2023-04-29 08:00:00,1984.0,outflow,1034
2023-04-29 08:00:00,1984.0,stable,9491
2023-04-29 08:00:00,1984.0,unknown,6328
2023-04-30 08:00:00,2008.0,inflow,18026
2023-04-30 08:00:00,2008.0,outflow,574
2023-04-30 08:00:00,2008.0,stable,6491
2023-04-30 08:00:00,2008.0,unknown,7280
2023-05-01 08:00:00,2032.0,inflow,16306
2023-05-01 08:00:00,2032.0,outflow,1122
2023-05-01 08:00:00,2032.0,stable,7774
2023-05-01 08:00:00,2032.0,unknown,6263
2023-05-02 08:00:00,2056.0,inflow,15498
2023-05-02 08:00:00,2056.0,outflow,881
2023-05-02 08:00:00,2056.0,stable,8849
2023-05-02 08:00:00,2056.0,unknown,5927
2023-05-03 08:00:00,2080.0,inflow,15687
2023-05-03 08:00:00,2080.0,outflow,868
2023-05-03 08:00:00,2080.0,stable,8635
2023-05-03 08:00:00,2080.0,unknown,6083
2023-05-04 08:00:00,2104.0,inflow,14060
2023-05-04 08:00:00,2104.0,outflow,1128
2023-05-04 08:00:00,2104.0,stable,10240
2023-05-04 08:00:00,2104.0,unknown,5890
2023-05-05 08:00:00,2128.0,inflow,16241
2023-05-05 08:00:00,2128.0,outflow,868
2023-05-05 08:00:00,2128.0,stable,8254
2023-05-05 08:00:00,2128.0,unknown,6249
2023-05-06 08:00:00,2152.0,inflow,15713
2023-05-06 08:00:00,2152.0,outflow,1073
2023-05-06 08:00:00,2152.0,stable,9306
2023-05-06 08:00:00,2152.0,unknown,6529
2023-05-07 08:00:00,2176.0,inflow,17825
2023-05-07 08:00:00,2176.0,outflow,632
2023-05-07 08:00:00,2176.0,stable,6511
2023-05-07 08:00:00,2176.0,unknown,6746
2023-05-08 08:00:00,2200.0,inflow,15182
2023-05-08 08:00:00,2200.0,outflow,924
2023-05-08 08:00:00,2200.0,stable,9027
2023-05-08 08:00:00,2200.0,unknown,5800
2023-05-09 08:00:00,2224.0,inflow,15396
2023-05-09 08:00:00,2224.0,outflow,881
2023-05-09 08:00:00,2224.0,stable,8876
2023-05-09 08:00:00,2224.0,unknown,5865
