hours_since_quake,0-25km,25-50km,50-100km,100-200km,200km+
520.0,1.586174017231189,1.0674954539478656,1.17877041797384,1.0477813260914175,1.0804573942627191
544.0,1.6387038978656618,1.07889995359433,1.186599140126933,1.0511979632466968,1.0831921262180355
568.0,1.5872516068187343,1.0861393700746258,1.1810030607654678,1.047939681193351,1.0755561848852164
592.0,1.5825122280824415,1.0685889962399384,1.1589980311905386,1.0314212201145068,1.0546404145045682
616.0,1.6143460944343109,1.0876214137396143,1.1821251586470665,1.0526077364980764,1.0831274630543466
640.0,1.5995679599634156,1.0634724475531254,1.1620313934421262,1.0290759828993183,1.0646493955133642
664.0,1.628612753254966,1.1166800697313335,1.2374128870337455,1.0794273435466353,1.0997850784039038
688.0,1.4559970772131503,1.0736256966640187,1.1532348508488326,1.0299176592703407,1.0594510304093645
712.0,1.4928298331193588,1.092393653096256,1.1627775321259424,1.0420551079322502,1.0619832934310791
736.0,1.4871564220942826,1.106275044966207,1.1762326488987664,1.0458360145265766,1.0697068941847518
760.0,1.503456599986614,1.096190918187027,1.156266797589159,1.0370270398010828,1.043613290371841
784.0,1.5190499899458676,1.1126214323695016,1.1700156460503672,1.0517790126413653,1.0666940858866336
808.0,1.4923528819039145,1.1016726461471391,1.1742995057798538,1.0641868779842916,1.0571562242016843
832.0,1.6004336500829095,1.199379151790774,1.2592513506333691,1.1464852204177207,1.1365742052313577
856.0,1.5570421498950089,1.1928613013148606,1.2421370497220705,1.1245503412364777,1.1009853410588746
880.0,1.570636677936855,1.2010352276694165,1.2489998713619688,1.1217349042158489,1.0998578354820931
904.0,1.5028895530264392,1.1931479160749232,1.2360049557447874,1.1077117916554275,1.0963553987557977
928.0,1.4636527214353303,1.1715564381763035,1.2106042858893535,1.0996072269395447,1.0821372891785126
952.0,1.484188334957019,1.2234078068927694,1.2388963698013722,1.117015708506039,1.098834677712235
976.0,1.483329405012381,1.186567207223723,1.2066808858390308,1.0983473607390162,1.0854852286901036
1000.0,1.5031348826535786,1.2316700933575806,1.245397955175627,1.1317425282011235,1.123389682128927
1024.0,1.446799258919814,1.1904085027690712,1.2242097673853267,1.1031103123840291,1.0893288221961537
1048.0,1.414994485352957,1.1776823865148869,1.2074585525237629,1.0959243331969486,1.0844976954848204
1072.0,1.4147864118326785,1.166029687367087,1.2034505604614725,1.099334516567414,1.0838534253935614
1096.0,1.3175673860516937,1.151596376939227,1.1820800702997547,1.0781546290123185,1.0438847382310152
1120.0,1.4052309266116272,1.1952214811399524,1.2313645370994604,1.11627520909791,1.0748273243052229
1144.0,1.36423142368697,1.1981349983226648,1.2204308712970309,1.1072186894589962,1.062755285490044
1168.0,1.4864145419317385,1.2319693032707826,1.2551426366222778,1.1404018142872914,1.099824318901277
1192.0,1.3446745335877373,1.1926732175288202,1.222251599925911,1.111594613964798,1.0737030372755518
1216.0,1.3579988444513944,1.186145135553264,1.219105744324053,1.1122999683391752,1.0798703802777077
1240.0,1.338430811069528,1.2102551819024734,1.238268173794402,1.1110661239842463,1.0879698098272697
1264.0,1.3435789151862934,1.179994380505086,1.1939015750251694,1.0864554416648866,1.0607157785203931
1288.0,1.303536851231356,1.2003932908703585,1.2285263249107443,1.1059826189694388,1.0869333330211282
1312.0,1.3934757225749224,1.1934038660469262,1.2182881469619953,1.1064054711637967,1.083443639003857
1336.0,1.46007789016969,1.2406005916389928,1.2651190609023206,1.148161999495944,1.1229158692537051
1360.0,1.364492979373463,1.1996220356387544,1.2230882386851945,1.1162829832495025,1.0872823795189988
1384.0,1.376684171070962,1.198394799700855,1.2402132330586817,1.1210533537177088,1.0950624585910511
1408.0,2.0896136980790523,1.7860196842115892,1.8757513914873205,1.6702268608988946,1.6404859480917056
1432.0,1.3276290153648709,1.1735819712579687,1.201278965041181,1.095714656068889,1.0658457039665084
1456.0,1.34662902974238,1.1966207269207425,1.2235585834354503,1.1149491983872375,1.0864307619624325
1480.0,1.3801058327557831,1.1761745906516632,1.209382357381079,1.100187700911479,1.0731313552364488
1504.0,1.4312424127399532,1.2387297891997708,1.2565590247113076,1.1563977254413151,1.1198233220641205
1528.0,1.335153487401075,1.2090027893544613,1.2468225244179896,1.1347537804502033,1.096366561089056
1552.0,1.3956015131242767,1.2008295802916933,1.2319418773170965,1.1235805056636536,1.0881524286416606
1576.0,1.3354436160167966,1.1981577969559396,1.2248023689856016,1.1173213766573813,1.0896797355516403
1600.0,1.296522572429985,1.1736662438794916,1.1918912305766458,1.093556949089602,1.058536187611786
1624.0,1.3651622942064696,1.1906882735380253,1.216333938336069,1.1159920446740468,1.083929594587118
1648.0,1.3691390455488983,1.1790864648790929,1.2052968949142706,1.106363840659044,1.0686828317207184
1672.0,1.4717801173369234,1.2044831466412942,1.2490650671672603,1.1460981153694958,1.1006224150051358
1696.0,1.314729509763535,1.1593060569067086,1.2145679008032488,1.1069533598167849,1.063752755826167
1720.0,1.2673183037517175,1.1649713846031022,1.2234800679010776,1.1128556893260586,1.066179019732016
1744.0,1.156968050946952,1.155828467493375,1.2545881202181366,1.120759525602664,1.051759808320218
1768.0,0.9994815191889292,1.067348146820939,1.242397257991539,1.0778213291010432,1.0154855885571965
1792.0,1.0355869878833908,1.0138030618797391,1.2348128186244416,1.05019227069375,0.9978176932700648
1816.0,1.2037592630562892,1.0695970466446234,1.272507022733527,1.1030203038032824,1.0504007244194131
1840.0,1.2310587114148348,1.1921739200266808,1.2740240300174344,1.1530230646887225,1.112064917730466
1864.0,1.3117659530053554,1.201631855008632,1.2515567627811273,1.134725250308988,1.0916442068878625
1888.0,1.3527826426150498,1.2094004049687723,1.2403683561967052,1.13681168358566,1.0981880577862253
1912.0,1.3408186224857412,1.2138489348618495,1.2488163046098546,1.1405755687874428,1.101902138067067
1936.0,1.3559072243890409,1.1944335857061603,1.2330639819422908,1.1197077063207896,1.0815201647395736
1960.0,1.3697228881753172,1.2106107685643943,1.242350618582989,1.137350115546454,1.0992439290946805
1984.0,1.3527071791054444,1.1945183992852904,1.2328110131272618,1.1260765304322078,1.0863058852529208
2008.0,1.3531897110717213,1.243435222987013,1.275010949639385,1.1644737916518968,1.126589507842232
2032.0,1.2471848695643215,1.22367502002672,1.2489010983969446,1.144724244944514,1.116856293148044
2056.0,1.3352128118995636,1.2112690071547434,1.233536887101128,1.1325443884432151,1.1054582852367505
2080.0,1.3623734849858542,1.2413585799943812,1.268149075130098,1.142638480259777,1.1060261701383425
2104.0,1.3554514439034306,1.1914869486293536,1.216761397571578,1.1111750294826628,1.0838114712988278
2128.0,1.3952843670700166,1.2183162424137488,1.2505581338632947,1.1461000381154425,1.112838974348279
2152.0,1.3556250194097523,1.2021234060629105,1.232452654368892,1.1224545212981971,1.0935358293045032
2176.0,1.420798959194965,1.2387638505044254,1.2779968506632118,1.1647401650994362,1.1305463688594426
2200.0,1.356097868508246,1.2261390827878889,1.261325361083271,1.140137183635188,1.1020122377721149
2224.0,1.366435532125564,1.2204405838478027,1.2444696902853207,1.1339935300597566,1.1064770263294863
