slug,name,event_type,source,phi_col,S,arg_key,t_at_S,phi_at_S,min_phi,max_phi,n_points
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,phi_heatmap,phi_aggregate,1.0,160.0,16.0,0.0,0.0,1.0941046207987668,170
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,phi_heatmap,phi_aggregate,1.0,290.0,232.0,0.0,0.0,1.686972269925376,382
park_fire_2024,"The Park Fire in Northern California, US",wildfire,phi_heatmap,phi_aggregate,0.9121957537779457,460.0,184.0,1.9121957537779457,0.6463561538063544,1.9121957537779457,736
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,phi_heatmap,phi_aggregate,0.7701989012569681,370.0,40.0,1.770198901256968,0.4541425242908922,1.770198901256968,330
tropical_storm_debby_united_states_pre_landfall_4_august_2024,Tropical Storm Debby United States Pre-landfall 4 August 2024,tropical_storm,phi_heatmap,phi_aggregate,0.7175526410480475,0.0,40.0,1.7175526410480475,0.89461838701846,1.7175526410480475,700
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,phi_heatmap,phi_aggregate,0.5095448465913361,400.0,208.0,0.4904551534086639,0.4904551534086639,1.299012032365069,650
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,phi_heatmap,phi_aggregate,0.4708661918129695,490.0,112.0,1.4708661918129695,0.923074480908312,1.4708661918129695,300
hurricane_ernesto_puerto_rico_14_august_2024,Hurricane Ernesto Puerto Rico 14 August 2024,hurricane,phi_heatmap,phi_aggregate,0.46047495296510044,110.0,16.0,0.5395250470348996,0.5395250470348996,1.197327543792274,168
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,phi_heatmap,phi_aggregate,0.43742290529905326,220.0,184.0,1.4374229052990533,0.6809716061207585,1.4374229052990533,297
the_flooding_across_eastern_bangladesh,The Flooding Across Eastern Bangladesh,flood,phi_heatmap,phi_aggregate,0.4019356956158575,380.0,40.0,1.4019356956158575,0.8620968632564315,1.4019356956158575,429
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,phi_heatmap,phi_aggregate,0.3963611383421397,40.0,40.0,1.3963611383421397,0.8562673736445513,1.3963611383421397,686
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,"Tropical Storm Kristine in Bicol and Calabarzon, Philippines",tropical_storm,phi_heatmap,phi_aggregate,0.3853173851785655,70.0,16.0,0.6146826148214345,0.6146826148214345,1.2603266433196303,539
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,phi_heatmap,phi_aggregate,0.3564757551479716,0.0,136.0,1.3564757551479716,0.8272808216842107,1.3564757551479716,700
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,"Tropical Storm Enteng Across Luzon and Visayas Islands, Philippines",tropical_storm,phi_heatmap,phi_aggregate,0.2723248232796772,450.0,232.0,0.7276751767203228,0.7276751767203228,1.130962161370081,550
the_flooding_across_gujarat_india,"The Flooding Across Gujarat, India",flood,phi_heatmap,phi_aggregate,0.22464806817251026,40.0,16.0,0.7753519318274897,0.7753519318274897,1.0040682604787572,350
moldova_flooding_2024,Moldova Flooding Sept 16 2024,flood,phi_heatmap,phi_aggregate,0.18687069093072717,20.0,448.0,1.1868706909307272,0.8473075412817307,1.1868706909307272,540
the_flooding_across_antioquia_and_choc_departments_colombia,"The Flooding Across Antioquia and Chocó Departments, Colombia",flood,phi_heatmap,phi_aggregate,,,,,,,0
