k,Ds,spearman_rho_alpha_emp_D,spearman_p_alpha_emp_D,pearson_r_alpha_emp_D,pearson_p_alpha_emp_D,mae_alpha_D,n_events_D,spearman_rho_alpha_pred_vs_delta_near_D,spearman_p_alpha_pred_vs_delta_near_D,spearman_rho_alpha_pred_vs_D_peak_D,spearman_p_alpha_pred_vs_D_peak_D,spearman_rho_alpha_emp_E,spearman_p_alpha_emp_E,pearson_r_alpha_emp_E,pearson_p_alpha_emp_E,mae_alpha_E,n_events_E,spearman_rho_alpha_pred_vs_delta_near_E,spearman_p_alpha_pred_vs_delta_near_E,spearman_rho_alpha_pred_vs_D_peak_E,spearman_p_alpha_pred_vs_D_peak_E
0.00013738237958832623,452.035365636025,0.16821465428276572,0.504632511085031,0.11765626935970833,0.641961740799301,0.2647496163354515,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.18059855521155832,0.47328926682499955,0.11715192467594832,0.6433997152092045,0.24328984573974952,18,-0.44272445820433437,0.06578236404039446,0.4489164086687306,0.06165736262614077
0.00013738237958832623,672.3357536499335,0.16821465428276572,0.504632511085031,0.11531489532420014,0.6486475740767,0.27023360684832887,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.17853457172342618,0.4784449329228026,0.1148850893546716,0.6498776929564837,0.2466212124691905,18,-0.42414860681114547,0.07938890239460483,0.43446852425180604,0.0715970112602687
0.00013738237958832623,1000.0,0.16821465428276572,0.504632511085031,0.11368058537166807,0.6533296075085585,0.2802899413588382,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.17853457172342618,0.4784449329228026,0.11339745152511523,0.6541419998438276,0.2529201733272382,18,-0.42414860681114547,0.07938890239460483,0.43446852425180604,0.0715970112602687
0.00017433288221999874,9.236708571873866,0.1001031991744066,0.6926899392518375,0.1036047813239768,0.6824622593034091,0.3632809997569596,18,-0.13725490196078433,0.5870615369663565,0.04850361197110423,0.848430360162973,0.0196078431372549,0.9384456264028495,0.08297754147548156,0.7434142995025084,0.31514146703559276,18,0.017543859649122806,0.9449151835129638,-0.3973168214654283,0.10253523912493727
0.00017433288221999874,10.826367338740546,0.12074303405572755,0.6331873816566363,0.11683048380264169,0.6443168288576872,0.360476483183601,18,-0.17027863777089783,0.49934109695673945,0.05882352941176471,0.816654203568489,0.011351909184726523,0.9643420040748253,0.08539357762211429,0.7361916189936315,0.310860599494818,18,0.03611971104231166,0.8868532969155285,-0.3684210526315789,0.13248715636055625
0.00017433288221999874,12.689610031679228,0.12693498452012383,0.6157269826949076,0.12754841074848658,0.6140076572057577,0.3576535121482694,18,-0.19091847265221878,0.4479306707266413,0.07739938080495357,0.7601672386317739,0.017543859649122806,0.9449151835129638,0.08731618706946712,0.7304589928404898,0.3062820341497727,18,-0.009287925696594427,0.9708223763257616,-0.36016511867905054,0.14206248632367482
0.00017433288221999874,14.873521072935118,0.15789473684210525,0.5314832784708439,0.13600498045056464,0.5905035583071708,0.3547199511481814,18,-0.2260061919504644,0.3671777255550172,0.07120743034055728,0.7788829476841139,0.05675954592363261,0.8229893024799763,0.08900310836747576,0.7254402755480491,0.30196426789853736,18,-0.03611971104231166,0.8868532969155285,-0.33952528379772956,0.16807083488832178
0.00017433288221999874,17.43328822199989,0.13725490196078433,0.5870615369663565,0.14245036458484,0.5728451735906521,0.3514410963049343,18,-0.23632610939112486,0.3451012488097786,0.1001031991744066,0.6926899392518375,0.09391124871001032,0.7108992592881784,0.09072118839199386,0.7203397781570868,0.2976279262752884,18,-0.04437564499484004,0.8612061336731367,-0.3106295149638803,0.20962534083657888
0.00017433288221999874,20.43359717856943,0.13106295149638802,0.6041941281040611,0.14717570701408328,0.5600449646268045,0.3477557507758455,18,-0.2280701754385965,0.36270020849471035,0.12899896800825592,0.6099496263278285,0.08771929824561403,0.7292587507339037,0.09275286337014597,0.7143227861840546,0.29296918346532946,18,-0.017543859649122806,0.9449151835129638,-0.283797729618163,0.25375641790875597
0.00017433288221999874,23.95026619987486,0.12693498452012383,0.6157269826949076,0.15042667222329736,0.551312031812876,0.34359336096632126,18,-0.2115583075335397,0.39938013616939916,0.11867905056759545,0.6390493358496443,0.08771929824561403,0.7292587507339037,0.09540107951302854,0.70650390412,0.2879425851328872,18,-0.017543859649122806,0.9449151835129638,-0.283797729618163,0.25375641790875597
0.00017433288221999874,28.072162039411786,0.17853457172342618,0.4784449329228026,0.1522951579558627,0.5463203221149882,0.33888071265744824,18,-0.24458204334365324,0.3280041243603068,0.15583075335397317,0.5369306230900768,0.08152734778121776,0.7477594697936525,0.09898065490007474,0.6959795826805307,0.28249443221213677,18,0.017543859649122806,0.9449151835129638,-0.2672858617131063,0.2836081785098672
0.00017433288221999874,32.90344562312669,0.17234262125902994,0.49407642787678363,0.1529953069981648,0.5444550785237139,0.33353869085064647,18,-0.23839009287925697,0.340779724454077,0.13725490196078433,0.5870615369663565,0.04231166150670795,0.8676065335789527,0.10377734530138391,0.6819595632183602,0.2765674647131623,18,0.05882352941176471,0.816654203568489,-0.2280701754385965,0.36270020849471035
0.00017433288221999874,38.56620421163472,0.19711042311661509,0.4330576703920279,0.15277925821255556,0.5450303419604764,0.327502098906891,18,-0.28586171310629516,0.2501695935454806,0.23839009287925697,0.340779724454077,-0.01547987616099071,0.9513880221541827,0.10994813185526661,0.6640685659305292,0.2701091245456691,18,0.10216718266253869,0.6866550541678015,-0.1331269349845201,0.5984607651208831
