window_start_pt,hours_since_quake,target_band,F_start_total,F_end_total,Net_total,Net_internal,Net_external,F_within,F_in_from_internal,F_out_to_internal,F_in_from_external,F_out_to_external,distance_band,phi_aggregate,baseline_mean_overlap,crisis_mean_overlap,phi_mean_overlap_ratio,phi_mean_overlap_minus_1
2024-07-20 08:00:00,472.0,50-100km,50090.0,50077.0,-13.0,-4.0,-9.0,49914.0,25.0,29.0,138.0,147.0,50-100km,0.951569853372583,271.060039370501,258.9105097494687,0.955177717640535,-0.04482228235946495
2024-07-21 08:00:00,496.0,50-100km,50564.0,50628.0,64.0,2.0,62.0,50553.0,13.0,11.0,62.0,0.0,50-100km,0.9448502044705792,272.7168564365896,258.8818936159415,0.9492698654515883,-0.05073013454841169
2024-07-22 08:00:00,520.0,50-100km,52854.0,52934.0,80.0,69.0,11.0,52531.0,152.0,83.0,251.0,240.0,50-100km,0.9584187469838162,292.6842536545952,281.9914678269465,0.9634664807069959,-0.03653351929300408
2024-07-23 08:00:00,544.0,50-100km,53690.0,53840.0,150.0,119.0,31.0,53378.0,195.0,76.0,267.0,236.0,50-100km,0.9624119465542608,295.40923415655527,286.0923740562012,0.968461175132337,-0.03153882486766302
2024-07-24 08:00:00,568.0,50-100km,53143.0,53117.0,-26.0,35.0,-61.0,52764.0,134.0,99.0,219.0,280.0,50-100km,0.9644837897645104,287.4499163778246,279.2314644613449,0.9714090996440669,-0.028590900355933146
2024-07-25 08:00:00,592.0,50-100km,53514.0,53610.0,96.0,109.0,-13.0,53209.0,174.0,65.0,227.0,240.0,50-100km,0.9749919038881768,292.2243201099922,287.20400995425246,0.9828203547403237,-0.0171796452596763
2024-07-26 08:00:00,616.0,50-100km,50713.0,50696.0,-17.0,2.0,-19.0,50298.0,117.0,115.0,281.0,300.0,50-100km,0.947350706428223,287.9994337072084,275.4397786765595,0.9563900009490381,-0.043609999050961856
2024-07-27 08:00:00,640.0,50-100km,49038.0,49160.0,122.0,56.0,66.0,48918.0,76.0,20.0,166.0,100.0,50-100km,0.9440767702508868,272.1507234479526,258.68269651357963,0.9505126175534541,-0.049487382446545936
2024-07-28 08:00:00,664.0,50-100km,49067.0,49151.0,84.0,14.0,70.0,49046.0,24.0,10.0,81.0,11.0,50-100km,0.9406278724296118,268.6263625718319,253.46692403275836,0.943566824961121,-0.05643317503887901
2024-07-29 08:00:00,688.0,50-100km,52716.0,52781.0,65.0,21.0,44.0,52367.0,122.0,101.0,292.0,248.0,50-100km,0.9581041703150474,290.16666438047724,280.0627329390062,0.9651788689681375,-0.03482113103186246
2024-07-30 08:00:00,712.0,50-100km,52349.0,52435.0,86.0,59.0,27.0,52035.0,140.0,81.0,260.0,233.0,50-100km,0.9425098656454164,291.0696095456136,277.5803692879916,0.9536563082670156,-0.04634369173298436
2024-07-31 08:00:00,736.0,50-100km,51382.0,51435.0,53.0,49.0,4.0,51045.0,144.0,95.0,246.0,242.0,50-100km,0.9662285569394664,288.7364720370705,280.3971476941662,0.9711178699245394,-0.028882130075460588
