slug,short_name,window_start_pt,hours_since_peak,return_flow,R_return,denominator_F_out_near_pos,n_vectors_return
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-13 08:00:00,200.0,149.68592803522324,33.26353956338294,4.5,36
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-13 16:00:00,208.0,113.99999999999999,25.33333333333333,4.5,19
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-14 08:00:00,224.0,170.50059564574414,37.88902125460981,4.5,34
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-14 16:00:00,232.0,60.16666666666667,13.370370370370372,4.5,17
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-15 08:00:00,248.0,147.81567359675364,32.847927465945254,4.5,38
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-15 16:00:00,256.0,37.80422480309736,8.400938845132748,4.5,8
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-16 08:00:00,272.0,186.42359878297765,41.427466396217255,4.5,52
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-16 16:00:00,280.0,88.98052467781093,19.773449928402428,4.5,19
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-17 08:00:00,296.0,190.80603985861362,42.40134219080303,4.5,45
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-17 16:00:00,304.0,81.99514795972921,18.221143991050937,4.5,14
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-18 08:00:00,320.0,173.33333333333331,38.51851851851851,4.5,42
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,2024-07-18 16:00:00,328.0,46.66666666666667,10.370370370370372,4.5,14
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-08 08:00:00,8.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-08 16:00:00,16.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-09 08:00:00,32.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-09 16:00:00,40.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-10 08:00:00,56.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-10 16:00:00,64.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-11 08:00:00,80.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-11 16:00:00,88.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-12 08:00:00,104.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-12 16:00:00,112.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-13 08:00:00,128.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-13 16:00:00,136.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-14 08:00:00,152.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-14 16:00:00,160.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-15 08:00:00,176.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-15 16:00:00,184.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-16 08:00:00,200.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-16 16:00:00,208.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-17 08:00:00,224.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-17 16:00:00,232.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-18 08:00:00,248.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-18 16:00:00,256.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-19 08:00:00,272.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-19 16:00:00,280.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-20 08:00:00,296.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-20 16:00:00,304.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-21 08:00:00,320.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-21 16:00:00,328.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-22 08:00:00,344.0,0.0,,0.0,0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,2024-07-22 16:00:00,352.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-02 08:00:00,8.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-02 16:00:00,16.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-03 08:00:00,32.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-03 16:00:00,40.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-04 08:00:00,56.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-04 16:00:00,64.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-05 08:00:00,80.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-05 16:00:00,88.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-06 08:00:00,104.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-06 16:00:00,112.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-07 08:00:00,128.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-07 16:00:00,136.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-08 08:00:00,152.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-08 16:00:00,160.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-09 08:00:00,176.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-09 16:00:00,184.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-10 08:00:00,200.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-10 16:00:00,208.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-11 08:00:00,224.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-11 16:00:00,232.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-12 08:00:00,248.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-12 16:00:00,256.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-13 08:00:00,272.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-13 16:00:00,280.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-14 08:00:00,296.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-14 16:00:00,304.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-15 08:00:00,320.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-15 16:00:00,328.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-16 08:00:00,344.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-16 16:00:00,352.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-17 08:00:00,368.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-17 16:00:00,376.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-18 08:00:00,392.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-18 16:00:00,400.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-19 08:00:00,416.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-19 16:00:00,424.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-20 08:00:00,440.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-20 16:00:00,448.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-21 08:00:00,464.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-21 16:00:00,472.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-22 08:00:00,488.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-22 16:00:00,496.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-23 08:00:00,512.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-23 16:00:00,520.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-24 08:00:00,536.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-24 16:00:00,544.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-25 08:00:00,560.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-25 16:00:00,568.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-26 08:00:00,584.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-26 16:00:00,592.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-27 08:00:00,608.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-27 16:00:00,616.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-28 08:00:00,632.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-28 16:00:00,640.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-29 08:00:00,656.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-29 16:00:00,664.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-30 08:00:00,680.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-30 16:00:00,688.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-31 08:00:00,704.0,0.0,,0.0,0
hurricane_beryl_pre_landfall_2024,beryl_pre,2024-07-31 16:00:00,712.0,0.0,,0.0,0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-01 08:00:00,80.0,0.0,,,0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-01 16:00:00,88.0,0.0,,,0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-02 08:00:00,104.0,21.166666666666664,,,7
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-02 16:00:00,112.0,55.5,,,6
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-03 08:00:00,128.0,42.5,,,8
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-03 16:00:00,136.0,28.13863419377588,,,9
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-04 08:00:00,152.0,19.428571428571423,,,7
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-04 16:00:00,160.0,53.897293870349884,,,10
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-05 08:00:00,176.0,13.714285714285717,,,4
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-05 16:00:00,184.0,69.08312202672518,,,11
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-06 08:00:00,200.0,0.0,,,0
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-06 16:00:00,208.0,19.85714285714286,,,4
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-07 08:00:00,224.0,14.999999999999998,,,3
hurricane_john_across_southeastern_guerrero_mexico,john_gue,2024-10-07 16:00:00,232.0,24.666666666666668,,,4
hurricane_milton_across_florida_us,milton_fl,2024-10-13 08:00:00,8.0,12.5,0.04731861198738171,264.16666666666663,3
hurricane_milton_across_florida_us,milton_fl,2024-10-13 16:00:00,16.0,50.00000000000001,0.18927444794952686,264.16666666666663,7
hurricane_milton_across_florida_us,milton_fl,2024-10-14 08:00:00,32.0,30.333333333333332,0.11482649842271295,264.16666666666663,4
hurricane_milton_across_florida_us,milton_fl,2024-10-14 16:00:00,40.0,81.83333333333333,0.30977917981072556,264.16666666666663,17
hurricane_milton_across_florida_us,milton_fl,2024-10-15 08:00:00,56.0,30.666666666666664,0.11608832807570979,264.16666666666663,6
hurricane_milton_across_florida_us,milton_fl,2024-10-15 16:00:00,64.0,38.01472720316624,0.143904330106623,264.16666666666663,15
hurricane_milton_across_florida_us,milton_fl,2024-10-16 08:00:00,80.0,38.71428571428571,0.14655250112663362,264.16666666666663,5
hurricane_milton_across_florida_us,milton_fl,2024-10-16 16:00:00,88.0,114.39568721484342,0.4330436109079247,264.16666666666663,22
hurricane_milton_across_florida_us,milton_fl,2024-10-17 08:00:00,104.0,28.656769300212954,0.10847988378629511,264.16666666666663,5
hurricane_milton_across_florida_us,milton_fl,2024-10-17 16:00:00,112.0,150.6904712455908,0.570437115125265,264.16666666666663,29
hurricane_milton_across_florida_us,milton_fl,2024-10-18 08:00:00,128.0,20.142857142857146,0.07625056331680939,264.16666666666663,9
hurricane_milton_across_florida_us,milton_fl,2024-10-18 16:00:00,136.0,95.16115265789651,0.3602314927112802,264.16666666666663,20
hurricane_milton_across_florida_us,milton_fl,2024-10-19 08:00:00,152.0,10.499999999999998,0.03974763406940063,264.16666666666663,3
hurricane_milton_across_florida_us,milton_fl,2024-10-19 16:00:00,160.0,28.516375768958525,0.10794842562381778,264.16666666666663,10
moldova_flooding_2024,moldova,2024-10-05 08:00:00,8.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-05 16:00:00,16.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-06 08:00:00,32.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-06 16:00:00,40.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-07 08:00:00,56.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-07 16:00:00,64.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-08 08:00:00,80.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-08 16:00:00,88.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-09 08:00:00,104.0,0.8333333333333339,,0.0,1
moldova_flooding_2024,moldova,2024-10-09 16:00:00,112.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-10 08:00:00,128.0,6.5,,0.0,2
moldova_flooding_2024,moldova,2024-10-10 16:00:00,136.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-11 08:00:00,152.0,5.857142857142858,,0.0,2
moldova_flooding_2024,moldova,2024-10-11 16:00:00,160.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-12 08:00:00,176.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-12 16:00:00,184.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-13 08:00:00,200.0,0.0,,0.0,0
moldova_flooding_2024,moldova,2024-10-13 16:00:00,208.0,0.0,,0.0,0
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-07 08:00:00,96.0,278.0677556952696,,,27
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-07 16:00:00,104.0,231.60096463973335,,,37
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-08 08:00:00,120.0,174.10491855334223,,,33
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-08 16:00:00,128.0,298.3963627588539,,,40
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-09 08:00:00,144.0,174.48410607629862,,,39
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-09 16:00:00,152.0,261.873226546624,,,39
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-10 08:00:00,168.0,97.83333333333334,,,27
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-10 16:00:00,176.0,125.01324238694073,,,30
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-11 08:00:00,192.0,69.22700397769492,,,17
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-11 16:00:00,200.0,53.396929026932796,,,17
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-12 08:00:00,216.0,135.02495895987283,,,30
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-12 16:00:00,224.0,166.83333333333334,,,34
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-13 08:00:00,240.0,148.15178145920095,,,28
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-13 16:00:00,248.0,122.80865562973669,,,28
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-14 08:00:00,264.0,144.74824353611527,,,31
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-14 16:00:00,272.0,198.23552244857362,,,32
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-15 08:00:00,288.0,195.7100908063479,,,38
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-15 16:00:00,296.0,368.55337877201237,,,44
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-16 08:00:00,312.0,136.16666666666669,,,30
the_earthquake_across_central_mexico,the_earthquake_across_,2026-01-16 16:00:00,320.0,167.54742660151683,,,37
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-27 08:00:00,8.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-27 16:00:00,16.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-28 08:00:00,32.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-28 16:00:00,40.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-29 08:00:00,56.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-29 16:00:00,64.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-30 08:00:00,80.0,8.5,,0.0,1
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-09-30 16:00:00,88.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-01 08:00:00,104.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-01 16:00:00,112.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-02 08:00:00,128.0,1.1428571428571423,,0.0,1
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-02 16:00:00,136.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-03 08:00:00,152.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-03 16:00:00,160.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-04 08:00:00,176.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-04 16:00:00,184.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-05 08:00:00,200.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-05 16:00:00,208.0,2.0,,0.0,1
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-06 08:00:00,224.0,3.333333333333332,,0.0,1
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-06 16:00:00,232.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-07 08:00:00,248.0,2.5,,0.0,2
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-07 16:00:00,256.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-08 08:00:00,272.0,6.142857142857142,,0.0,1
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-08 16:00:00,280.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-09 08:00:00,296.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-09 16:00:00,304.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-10 08:00:00,320.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-10 16:00:00,328.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-11 08:00:00,344.0,0.0,,0.0,0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,2024-10-11 16:00:00,352.0,0.0,,0.0,0
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-26 08:00:00,8.0,66.28571428571428,0.2198566215146952,301.49519186204606,9
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-26 16:00:00,16.0,36.55203214324218,0.1212358708525181,301.49519186204606,5
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-27 08:00:00,32.0,87.39306756463188,0.28986554321111685,301.49519186204606,14
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-27 16:00:00,40.0,55.71428571428572,0.18479328101450682,301.49519186204606,6
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-28 08:00:00,56.0,85.78524703706505,0.28453272009829417,301.49519186204606,17
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-28 16:00:00,64.0,40.97799096116641,0.13591590203506976,301.49519186204606,7
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-29 08:00:00,80.0,118.66666666666667,0.3935938942633769,301.49519186204606,17
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-29 16:00:00,88.0,28.666666666666668,0.09508167108609665,301.49519186204606,4
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-30 08:00:00,104.0,35.5,0.1177464880310383,301.49519186204606,6
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-30 16:00:00,112.0,54.666666666666664,0.18131853555953314,301.49519186204606,5
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-31 08:00:00,128.0,93.66666666666667,0.3106738322696879,301.49519186204606,13
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-08-31 16:00:00,136.0,89.66666666666666,0.29740662235069765,301.49519186204606,9
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-01 08:00:00,152.0,97.16666666666666,0.3222826409488043,301.49519186204606,9
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-01 16:00:00,160.0,52.5,0.17413213018674678,301.49519186204606,5
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-02 08:00:00,176.0,113.0,0.374798680211474,301.49519186204606,14
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-02 16:00:00,184.0,48.755337378303864,0.16171182391728703,301.49519186204606,7
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-03 08:00:00,200.0,85.39306756463186,0.2832319382516217,301.49519186204606,13
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-03 16:00:00,208.0,36.714285714285715,0.12177403389930319,301.49519186204606,6
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-04 08:00:00,224.0,57.30475240332292,0.19006854487266128,301.49519186204606,15
the_flooding_across_eastern_bangladesh,bangladesh_fld,2024-09-04 16:00:00,232.0,35.791403603355135,0.11871301622525399,301.49519186204606,6
